_id,Constituency No,Constituency Name,District Name,Winning Candidate,Sex,Age,Party,Constituency Type,Total Candidates,Total Electors,Valid Votes,Candidate Votes,Turnout %,Candidate Vote Share %,Winning Margin %,Deposit Lost ?
617,51,BHALKI,BIDAR,D.K. SONPHULE,M,48,IND,General,12,200474,147091,2414,73.37,1.64,0.11,Yes
618,51,BHALKI,BIDAR,JAGANNATH JAMADAR,M,54,BSRCP,General,12,200474,147091,1024,73.37,0.7,0.01,Yes
619,51,BHALKI,BIDAR,PRAKASH KHANDRE,M,57,BJP,General,12,200474,147091,29694,73.37,20.19,18.55,No
620,51,BHALKI,BIDAR,ISMALASHA,M,37,BSP,General,12,200474,147091,1102,73.37,0.75,0.05,Yes
621,51,BHALKI,BIDAR,BHALKESHWAR,M,48,IND,General,12,200474,147091,1561,73.37,1.06,0.31,Yes
622,51,BHALKI,BIDAR,NEELKANTH,M,51,IND,General,12,200474,147091,468,73.37,0.32,0,Yes
623,51,BHALKI,BIDAR,SIDRAM D.K.  (Runner Up),M,44,KJP,General,12,200474,147091,48343,73.37,32.87,12.68,No
624,51,BHALKI,BIDAR,JANARDHAN,M,49,JD(S),General,12,200474,147091,2255,73.37,1.53,0.47,Yes
625,51,BHALKI,BIDAR,ESHWARA KHANDRE  (Winner),M,51,INC,General,12,200474,147091,58012,73.37,39.44,6.57,No
626,51,BHALKI,BIDAR,ASHOK,M,38,IND,General,12,200474,147091,1012,73.37,0.69,0.2,Yes
627,51,BHALKI,BIDAR,BABU PASHA,M,42,IND,General,12,200474,147091,489,73.37,0.33,0.01,Yes
628,51,BHALKI,BIDAR,PRAKASH,M,45,IND,General,12,200474,147091,717,73.37,0.49,0.16,Yes
629,52,AURAD,BIDAR,DHANAJI BHEEMA JADHAV  (Runner Up),M,38,KJP,SC,14,189099,129101,38635,68.27,29.93,17.95,No
630,52,AURAD,BIDAR,PRABHU B. CHAVAN  (Winner),M,44,BJP,SC,14,189099,129101,61826,68.27,47.89,17.96,No
631,52,AURAD,BIDAR,DR. SHANKARRAO SONALWADI,M,58,IND,SC,14,189099,129101,437,68.27,0.34,0,Yes
632,52,AURAD,BIDAR,SHIVKUMAR BELDAL,M,41,BSRCP,SC,14,189099,129101,451,68.27,0.35,0.01,Yes
633,52,AURAD,BIDAR,DEVIDAS,M,48,BSP,SC,14,189099,129101,1151,68.27,0.89,0.04,Yes
634,52,AURAD,BIDAR,GAIKAWAD VIJAYKUMAR,M,30,INC,SC,14,189099,129101,15456,68.27,11.97,8.18,Yes
635,52,AURAD,BIDAR,G.M. YATNOOR,M,62,JD(S),SC,14,189099,129101,4892,68.27,3.79,2.84,Yes
636,52,AURAD,BIDAR,RAJU KADYAL,M,47,KMP,SC,14,189099,129101,1065,68.27,0.82,0.12,Yes
637,52,AURAD,BIDAR,KASTURBAI,F,43,IND,SC,14,189099,129101,904,68.27,0.7,0.07,Yes
638,52,AURAD,BIDAR,JAIRAJ CHATURE,M,60,IND,SC,14,189099,129101,686,68.27,0.53,0.17,Yes
639,52,AURAD,BIDAR,ROOPCHAND RATHOD,M,59,NCP,SC,14,189099,129101,1225,68.27,0.95,0.06,Yes
640,52,AURAD,BIDAR,RATANSING,M,52,IND,SC,14,189099,129101,461,68.27,0.36,0.01,Yes
641,52,AURAD,BIDAR,SULOCHANA,F,36,IND,SC,14,189099,129101,1098,68.27,0.85,0.03,Yes
642,52,AURAD,BIDAR,SHAMANNA BAVGI,M,51,IND,SC,14,189099,129101,814,68.27,0.63,0.1,Yes
643,53,RAICHUR RURAL,RAICHUR,R. MALLESH NAIK,M,48,KJP,ST,11,195582,134739,5861,68.89,4.35,2.44,Yes
644,53,RAICHUR RURAL,RAICHUR,KHASIM NAIK,M,31,BSRCP,ST,11,195582,134739,804,68.89,0.6,0.1,Yes
645,53,RAICHUR RURAL,RAICHUR,VEERANA GOUDA,M,58,JD(U),ST,11,195582,134739,668,68.89,0.5,0,Yes
646,53,RAICHUR RURAL,RAICHUR,RAJA RAYAPPA NAIK  (Runner Up),M,58,INC,ST,11,195582,134739,47227,68.89,35.05,19.03,No
647,53,RAICHUR RURAL,RAICHUR,RAJA AMARESHWARA NAIK,M,56,JD(S),ST,11,195582,134739,21584,68.89,16.02,11.67,Yes
648,53,RAICHUR RURAL,RAICHUR,VIJAYALAKSHMI MADAPANURA,F,29,BSP,ST,11,195582,134739,2568,68.89,1.91,0.03,Yes
649,53,RAICHUR RURAL,RAICHUR,CHINNAYYA NAIK,M,47,IND,ST,11,195582,134739,2529,68.89,1.88,0.94,Yes
650,53,RAICHUR RURAL,RAICHUR,LALAPPA NAIK,M,37,CPIM,ST,11,195582,134739,889,68.89,0.66,0.03,Yes
651,53,RAICHUR RURAL,RAICHUR,SWAMY,M,40,NPP,ST,11,195582,134739,854,68.89,0.63,0.04,Yes
652,53,RAICHUR RURAL,RAICHUR,ANJANAYYA,M,29,IND,ST,11,195582,134739,1258,68.89,0.93,0.27,Yes
653,53,RAICHUR RURAL,RAICHUR,THIPPARAJU  (Winner),M,36,BJP,ST,11,195582,134739,50497,68.89,37.48,2.43,No
654,54,RAICHUR,RAICHUR,RAMANNA R.H.J.,M,60,LSP,General,21,184986,99286,226,53.67,0.23,0,Yes
655,54,RAICHUR,RAICHUR,SYED MUJEEB,M,37,WPOI,General,21,184986,99286,221,53.67,0.22,0.05,Yes
656,54,RAICHUR,RAICHUR,MEHRAJA BASHA,M,52,IND,General,21,184986,99286,261,53.67,0.26,0.04,Yes
657,54,RAICHUR,RAICHUR,ZAFER MOHIUDDIN,M,51,IND,General,21,184986,99286,553,53.67,0.56,0.04,Yes
658,54,RAICHUR,RAICHUR,V.H.MASTER,M,77,IND,General,21,184986,99286,167,53.67,0.17,0,Yes
659,54,RAICHUR,RAICHUR,DR. SHIVARAJ PATIL S.  (Winner),M,42,JD(S),General,21,184986,99286,45263,53.67,45.59,7.93,No
660,54,RAICHUR,RAICHUR,BASAVARAJ KALASA,M,52,KJP,General,21,184986,99286,1365,53.67,1.37,0.09,Yes
661,54,RAICHUR,RAICHUR,BHEEMANA GOUDA,M,30,IND,General,21,184986,99286,717,53.67,0.72,0.16,Yes
662,54,RAICHUR,RAICHUR,APARNA. B.R.,F,46,SUCI,General,21,184986,99286,559,53.67,0.56,0.01,Yes
663,54,RAICHUR,RAICHUR,HARES SIDDIQ,M,36,BSP,General,21,184986,99286,1274,53.67,1.28,0.56,Yes
664,54,RAICHUR,RAICHUR,SYED YASIN  (Runner Up),M,63,INC,General,21,184986,99286,37392,53.67,37.66,31.43,No
665,54,RAICHUR,RAICHUR,K.B.RAGHAVENDRA,M,34,PPOI,General,21,184986,99286,226,53.67,0.23,0.01,Yes
666,54,RAICHUR,RAICHUR,M.CHAND ABDUL RUBB,M,59,IND,General,21,184986,99286,311,53.67,0.31,0.05,Yes
667,54,RAICHUR,RAICHUR,NOOR MOHAMMAD,M,37,JD(U),General,21,184986,99286,441,53.67,0.44,0.01,Yes
668,54,RAICHUR,RAICHUR,MOHD. SHAALAM HUSSAIN,M,35,IND,General,21,184986,99286,510,53.67,0.51,0.02,Yes
669,54,RAICHUR,RAICHUR,M.JAMEEL AHMED,M,54,IND,General,21,184986,99286,494,53.67,0.5,0.05,Yes
670,54,RAICHUR,RAICHUR,NOORJAHAN,F,35,CPIM,General,21,184986,99286,445,53.67,0.45,0,Yes
671,54,RAICHUR,RAICHUR,JAYATEERTH,M,46,IND,General,21,184986,99286,432,53.67,0.44,0,Yes
672,54,RAICHUR,RAICHUR,CHAND PASHA,M,42,IND,General,21,184986,99286,428,53.67,0.43,0.12,Yes
673,54,RAICHUR,RAICHUR,POOJA GANDHI,F,30,BSRCP,General,21,184986,99286,1815,53.67,1.83,0.45,Yes
674,54,RAICHUR,RAICHUR,TRIVIKRAM JOSHI,M,44,BJP,General,21,184986,99286,6186,53.67,6.23,4.4,Yes
675,55,MANVI,RAICHUR,M.NAGARAJ MEDAR,M,43,IND,ST,10,199508,121974,777,61.14,0.64,0,Yes
676,55,MANVI,RAICHUR,AYYAMMA NAYAK,F,46,BJP,ST,10,199508,121974,2935,61.14,2.41,0.82,Yes
677,55,MANVI,RAICHUR,G.HAMPAYYA SAHUKAR BALLATAGI  (Winner),M,62,INC,ST,10,199508,121974,50619,61.14,41.5,5.73,No
678,55,MANVI,RAICHUR,MALLAPPA BANGARI,M,70,BSP,ST,10,199508,121974,991,61.14,0.81,0.03,Yes
679,55,MANVI,RAICHUR,SUSHEELAMMA R MUDUKAPPA NAYAK,F,34,JD(U),ST,10,199508,121974,958,61.14,0.79,0.15,Yes
680,55,MANVI,RAICHUR,BASANAGOUDA DADDAL,M,41,BSRCP,ST,10,199508,121974,4363,61.14,3.58,1.17,Yes
681,55,MANVI,RAICHUR,GANGADHAR NAYAK,M,58,KJP,ST,10,199508,121974,14465,61.14,11.86,8.28,Yes
682,55,MANVI,RAICHUR,MARINAGAPPA HARAVI,M,52,IND,ST,10,199508,121974,1940,61.14,1.59,0.53,Yes
683,55,MANVI,RAICHUR,RAJA VENKATAPPA NAYAK RAJA AMBANNA NAYAK  (Runner Up),M,42,JD(S),ST,10,199508,121974,43632,61.14,35.77,23.91,No
684,55,MANVI,RAICHUR,COM.V.MUDUKAPPA NAYAK NIRMANVI,M,40,CPIM,ST,10,199508,121974,1294,61.14,1.06,0.25,Yes
685,56,DEVADURGA,RAICHUR,SHANTH GOWDA,M,42,KJP,ST,6,182856,127422,2747,69.68,2.16,0.46,Yes
686,56,DEVADURGA,RAICHUR,ARAKERA K SHIVANAGOUDA NAYAK  (Runner Up),M,36,BJP,ST,6,182856,127422,58370,69.68,45.81,43.65,No
687,56,DEVADURGA,RAICHUR,ANJALA CHANNANAGOUDA,M,31,BSRCP,ST,6,182856,127422,2158,69.68,1.69,0.74,Yes
688,56,DEVADURGA,RAICHUR,CHANNABASAVA,M,35,JD(U),ST,6,182856,127422,860,69.68,0.67,0,Yes
689,56,DEVADURGA,RAICHUR,BASAVARAJ NAYAK GUGERADODY,M,29,CPIM,ST,6,182856,127422,1217,69.68,0.96,0.28,Yes
690,56,DEVADURGA,RAICHUR,A. VENKATESH NAIK  (Winner),M,76,INC,ST,6,182856,127422,62070,69.68,48.71,2.9,No
691,57,LINGSUGUR,RAICHUR,MANAPPA D.VAJJAL  (Winner),M,52,JD(S),SC,14,197870,129580,31737,65.49,24.49,0.99,No
692,57,LINGSUGUR,RAICHUR,SUBHAS Y CHAWAN,M,26,KRRS,SC,14,197870,129580,940,65.49,0.73,0.06,Yes
693,57,LINGSUGUR,RAICHUR,PAMPAPATHI GUDADUR,M,42,BSP,SC,14,197870,129580,757,65.49,0.58,0.03,Yes
694,57,LINGSUGUR,RAICHUR,DANAMMA SHIVASHANKARAPPA,F,51,IND,SC,14,197870,129580,720,65.49,0.56,0,Yes
695,57,LINGSUGUR,RAICHUR,D.S.HOOLAGERI  (Runner Up),M,47,INC,SC,14,197870,129580,30451,65.49,23.5,4.2,No
696,57,LINGSUGUR,RAICHUR,H.B.MURARI,M,51,KJP,SC,14,197870,129580,18347,65.49,14.16,3.71,Yes
697,57,LINGSUGUR,RAICHUR,T.R.NAIK,M,64,BJP,SC,14,197870,129580,13545,65.49,10.45,8.34,Yes
698,57,LINGSUGUR,RAICHUR,DR.RANGANATH,M,36,IND,SC,14,197870,129580,2737,65.49,2.11,1.16,Yes
699,57,LINGSUGUR,RAICHUR,SIDDU Y.BANDI,M,35,BSRCP,SC,14,197870,129580,25005,65.49,19.3,5.14,No
700,57,LINGSUGUR,RAICHUR,YASHODHAR BHAJANTRI,M,41,IND,SC,14,197870,129580,1171,65.49,0.9,0.05,Yes
701,57,LINGSUGUR,RAICHUR,NANDAPPA P BOMBAYKAR,M,38,IND,SC,14,197870,129580,1101,65.49,0.85,0.1,Yes
702,57,LINGSUGUR,RAICHUR,SHEKHARAPPA SHIVANGI,M,65,JD(U),SC,14,197870,129580,969,65.49,0.75,0.02,Yes
703,57,LINGSUGUR,RAICHUR,BALARAMA,M,64,IND,SC,14,197870,129580,868,65.49,0.67,0.09,Yes
704,57,LINGSUGUR,RAICHUR,COMRADE CHINNAPPA KOTRIKI,M,42,CPIM,SC,14,197870,129580,1232,65.49,0.95,0.05,Yes
705,58,SINDHANUR,RAICHUR,BADARLI HAMPANAGOUDA  (Winner),M,63,INC,General,14,199977,145208,49213,72.61,33.89,8.96,No
706,58,SINDHANUR,RAICHUR,A.RAMESH PATIL BERGI,M,42,CPIM,General,14,199977,145208,868,72.61,0.6,0.14,Yes
707,58,SINDHANUR,RAICHUR,SYED SABIR NANA,M,38,KMP,General,14,199977,145208,667,72.61,0.46,0.01,Yes
708,58,SINDHANUR,RAICHUR,BASANAGOUDA,M,48,IND,General,14,199977,145208,657,72.61,0.45,0,Yes
709,58,SINDHANUR,RAICHUR,COM|| BASHUMIYA,M,57,CPI,General,14,199977,145208,997,72.61,0.69,0.09,Yes
710,58,SINDHANUR,RAICHUR,BASAVARAJ BADARLI,M,33,IND,General,14,199977,145208,639,72.61,0.44,0.08,Yes
711,58,SINDHANUR,RAICHUR,GOUDAPPA,M,32,IND,General,14,199977,145208,526,72.61,0.36,0.04,Yes
712,58,SINDHANUR,RAICHUR,M.K.JAGGESH,M,38,BSP,General,14,199977,145208,473,72.61,0.33,0,Yes
713,58,SINDHANUR,RAICHUR,K.KARIYAPPA  (Runner Up),M,47,BSRCP,General,14,199977,145208,36197,72.61,24.93,3.65,No
714,58,SINDHANUR,RAICHUR,VENKATA RAO NADAGOUDA,M,56,JD(S),General,14,199977,145208,30895,72.61,21.28,13.22,No
715,58,SINDHANUR,RAICHUR,RAJASHEKHAR PATIL,M,50,KJP,General,14,199977,145208,11692,72.61,8.05,0.78,Yes
716,58,SINDHANUR,RAICHUR,KOLLA SHESHAGIRIRAO,M,52,BJP,General,14,199977,145208,10557,72.61,7.27,6.46,Yes
717,58,SINDHANUR,RAICHUR,RAMANNA ELEKUDALAGI,M,52,IND,General,14,199977,145208,1176,72.61,0.81,0.12,Yes
718,58,SINDHANUR,RAICHUR,JAGIRDAR SHANTHAGOUDA,M,45,JD(U),General,14,199977,145208,651,72.61,0.45,0.01,Yes
719,59,MASKI,RAICHUR,SHANKARKUMARA MEDARA,M,48,BJP,ST,10,164884,105728,4264,64.12,4.03,0.73,Yes
720,59,MASKI,RAICHUR,AMARESH,M,48,JD(S),ST,10,164884,105728,3488,64.12,3.3,0.58,Yes
721,59,MASKI,RAICHUR,R RANGAPPA NAYAKA,M,28,IND,ST,10,164884,105728,2877,64.12,2.72,0.69,Yes
722,59,MASKI,RAICHUR,AMRESH NAYAKA,M,38,SJPA,ST,10,164884,105728,2152,64.12,2.04,0.99,Yes
723,59,MASKI,RAICHUR,NAGARAJ MEDAR,M,27,CPIM,ST,10,164884,105728,1107,64.12,1.05,0.07,Yes
724,59,MASKI,RAICHUR,TIRUPATI,M,46,IND,ST,10,164884,105728,1036,64.12,0.98,0.37,Yes
725,59,MASKI,RAICHUR,NAGARAJA CHIGARI,M,33,BSP,ST,10,164884,105728,650,64.12,0.61,0,Yes
726,59,MASKI,RAICHUR,MAHADEVAPPA GOWDA  (Runner Up),M,67,KJP,ST,10,164884,105728,26405,64.12,24.97,7.76,No
727,59,MASKI,RAICHUR,PRATAPGOWDA PATIL  (Winner),M,58,INC,ST,10,164884,105728,45552,64.12,43.08,18.11,No
728,59,MASKI,RAICHUR,SHEKHARAPPA TALWAR,M,42,BSRCP,ST,10,164884,105728,18197,64.12,17.21,13.18,No
729,60,KUSHTAGI,KOPPAL,DODDANAGOUDA HANAMAGOUDA PATIL  (Winner),M,44,BJP,General,14,193774,138246,44007,71.34,31.83,2.2,No
730,60,KUSHTAGI,KOPPAL,MARIYAPPA BASAPPA MADIWALAR,M,37,IND,General,14,193774,138246,822,71.34,0.59,0.23,Yes
731,60,KUSHTAGI,KOPPAL,BASAVARAJ NARASAPPA BILKAR HANAMSAGAR,M,50,IND,General,14,193774,138246,509,71.34,0.37,0.01,Yes
732,60,KUSHTAGI,KOPPAL,ABDUL NAYEEM ABDUL RABSAB,M,43,IND,General,14,193774,138246,492,71.34,0.36,0.08,Yes
733,60,KUSHTAGI,KOPPAL,BASAVARAJ MARIYAPPA BUNNATTI,M,50,CPIM,General,14,193774,138246,384,71.34,0.28,0.02,Yes
734,60,KUSHTAGI,KOPPAL,MALLIKARJUNSWAMI V HIREMATH (CHALAGERA),M,51,JD(U),General,14,193774,138246,359,71.34,0.26,0,Yes
735,60,KUSHTAGI,KOPPAL,AMAREGOUDA LINGANAGOUDA PATIL BAYYAPUR  (Runner Up),M,58,INC,General,14,193774,138246,40970,71.34,29.64,10.33,No
736,60,KUSHTAGI,KOPPAL,K.SHARANAPPA VAKEELARU,M,71,JD(S),General,14,193774,138246,26691,71.34,19.31,6.62,No
737,60,KUSHTAGI,KOPPAL,GONAL RAJASHEKAR GOUDA,M,34,BSRCP,General,14,193774,138246,17543,71.34,12.69,11.43,Yes
738,60,KUSHTAGI,KOPPAL,HIREMATH SANGAMESH SHEKARAYYA,M,70,IND,General,14,193774,138246,1743,71.34,1.26,0.18,Yes
739,60,KUSHTAGI,KOPPAL,PURADAPPA KANDGAL VAKEELARU,M,64,IND,General,14,193774,138246,1496,71.34,1.08,0.04,Yes
740,60,KUSHTAGI,KOPPAL,FAKIRAPPA SOMAPPA CHALAGERI VAKEELARU,M,52,KJP,General,14,193774,138246,1442,71.34,1.04,0.35,Yes
741,60,KUSHTAGI,KOPPAL,LAXMANA DURAGAPPA TALAWAR,M,42,IND,General,14,193774,138246,955,71.34,0.69,0.09,Yes
742,60,KUSHTAGI,KOPPAL,SHIVAPUTRAPPA GUMGERI,M,46,BSP,General,14,193774,138246,833,71.34,0.6,0.01,Yes
743,61,KANAKAGIRI,KOPPAL,NAGARAJA TIPPANNA WADDAR,M,46,IND,SC,15,183620,135446,558,73.76,0.41,0,Yes
744,61,KANAKAGIRI,KOPPAL,BHAVANIMATHA MUKUNDARAO,M,44,BSRCP,SC,15,183620,135446,28117,73.76,20.76,18.58,No
745,61,KANAKAGIRI,KOPPAL,AKKIROTTI HULAGAPPA PAMAPPA,M,51,CPM,SC,15,183620,135446,1028,73.76,0.76,0.16,Yes
746,61,KANAKAGIRI,KOPPAL,M. YESAPPA,M,33,CPI(ML)(L),SC,15,183620,135446,560,73.76,0.41,0,Yes
747,61,KANAKAGIRI,KOPPAL,MOTILAL NAYAK RATHOD,M,68,IND,SC,15,183620,135446,579,73.76,0.43,0.01,Yes
748,61,KANAKAGIRI,KOPPAL,SHIVARAJ SANGAPPA TANGADAGI  (Winner),M,42,INC,SC,15,183620,135446,49451,73.76,36.51,3.73,No
749,61,KANAKAGIRI,KOPPAL,TIPPANNA V,M,69,IND,SC,15,183620,135446,1062,73.76,0.78,0.03,Yes
750,61,KANAKAGIRI,KOPPAL,BASAVARAJ DADHESUGURU  (Runner Up),M,33,KJP,SC,15,183620,135446,44399,73.76,32.78,12.02,No
751,61,KANAKAGIRI,KOPPAL,RAMESH KOTI,M,42,IND,SC,15,183620,135446,1524,73.76,1.13,0.08,Yes
752,61,KANAKAGIRI,KOPPAL,DYAMAMMA MANKALEPPA CHOUDKI,F,29,CPIM,SC,15,183620,135446,751,73.76,0.55,0.13,Yes
753,61,KANAKAGIRI,KOPPAL,VITHOBA BALADASAPPA DASAR,M,35,IND,SC,15,183620,135446,1418,73.76,1.05,0.19,Yes
754,61,KANAKAGIRI,KOPPAL,PRAKASHA. L. RATHOD,M,45,JD(S),SC,15,183620,135446,1166,73.76,0.86,0.06,Yes
755,61,KANAKAGIRI,KOPPAL,PALAKSHAYYA SHIVAMURTHAYYA HIREMATH,M,60,IND,SC,15,183620,135446,1080,73.76,0.8,0.01,Yes
756,61,KANAKAGIRI,KOPPAL,RAMANAYAK LACHAMAPPPA NAYAK LAMANI,M,48,BJP,SC,15,183620,135446,2948,73.76,2.18,1.05,Yes
757,61,KANAKAGIRI,KOPPAL,SHREEDHAR,M,26,BSP,SC,15,183620,135446,805,73.76,0.59,0.04,Yes
758,62,GANGAWATI,KOPPAL,BASAVARAJ PATIL ANVARI,M,69,KJP,General,9,170865,125343,7058,73.36,5.63,3.23,Yes
759,62,GANGAWATI,KOPPAL,HULUGAPPA DEVERAMANI,M,54,BSP,General,9,170865,125343,749,73.36,0.6,0,Yes
760,62,GANGAWATI,KOPPAL,H. R. SRINATH,M,48,INC,General,9,170865,125343,20248,73.36,16.15,10.52,Yes
761,62,GANGAWATI,KOPPAL,VIJAYAKUMAR.J,M,39,PPOI,General,9,170865,125343,843,73.36,0.67,0.07,Yes
762,62,GANGAWATI,KOPPAL,BHARADVAJ SUBBARAO,M,66,CPI(ML)(L),General,9,170865,125343,971,73.36,0.77,0.1,Yes
763,62,GANGAWATI,KOPPAL,PARANNA ESHWARAPPA MUNAVALLI  (Runner Up),M,58,BJP,General,9,170865,125343,30514,73.36,24.34,8.19,No
764,62,GANGAWATI,KOPPAL,SHARANABASAPPA.S PAN SHOP,M,41,IND,General,9,170865,125343,1642,73.36,1.31,0.54,Yes
765,62,GANGAWATI,KOPPAL,IQBAL ANSARI  (Winner),M,51,JD(S),General,9,170865,125343,60303,73.36,48.11,23.77,No
766,62,GANGAWATI,KOPPAL,PAMPANAGOWDRU POLICE PATEL,M,48,BSRCP,General,9,170865,125343,3015,73.36,2.41,1.1,Yes
767,63,YELBURGA,KOPPAL,GANIGER MALAKAJAPPA SHIVARUDRAPPA,M,40,IND,General,12,180009,136729,501,75.96,0.37,0,Yes
768,63,YELBURGA,KOPPAL,DURAGAPPA AYYAPPA TALAKERI,M,39,BSP,General,12,180009,136729,810,75.96,0.59,0.01,Yes
769,63,YELBURGA,KOPPAL,SOMASHEKAR T. M,M,46,IND,General,12,180009,136729,2018,75.96,1.48,0.57,Yes
770,63,YELBURGA,KOPPAL,SHIVASHANKAR LINGARAJ DESAI,M,43,IND,General,12,180009,136729,718,75.96,0.53,0.16,Yes
771,63,YELBURGA,KOPPAL,SHIVASHANKARAYYA BALIGERIMATH,M,49,IND,General,12,180009,136729,1233,75.96,0.9,0.31,Yes
772,63,YELBURGA,KOPPAL,ACHAR HALAPPA BASAPPA  (Runner Up),M,60,BJP,General,12,180009,136729,35488,75.96,25.95,17.15,No
773,63,YELBURGA,KOPPAL,NAVEEN KUMAR. E. GULAGANNANAVAR,M,31,BSRCP,General,12,180009,136729,10640,75.96,7.78,0.31,Yes
774,63,YELBURGA,KOPPAL,SIDDAPPA HAKKIGUNI,M,30,IND,General,12,180009,136729,793,75.96,0.58,0.05,Yes
775,63,YELBURGA,KOPPAL,NAGARAJ KOLAJI,M,43,IND,General,12,180009,136729,9888,75.96,7.23,5.76,Yes
776,63,YELBURGA,KOPPAL,G.T.PAMPAPATI,M,37,JD(S),General,12,180009,136729,12040,75.96,8.81,1.02,Yes
777,63,YELBURGA,KOPPAL,BASAVARAJ RAYARADDY  (Winner),M,57,INC,General,12,180009,136729,52388,75.96,38.32,12.36,No
778,63,YELBURGA,KOPPAL,C.H. PATIL,M,53,KJP,General,12,180009,136729,10212,75.96,7.47,0.24,Yes
779,64,KOPPAL,KOPPAL,K.M.SYED,M,31,KJP,General,8,205255,151417,4118,73.77,2.72,1,Yes
780,64,KOPPAL,KOPPAL,K.RAGHAVENDRA BASAVARAJ HITNAL  (Winner),M,34,INC,General,8,205255,151417,81062,73.77,53.54,17.69,No
781,64,KOPPAL,KOPPAL,NEKKANTI NAGARAJ,M,36,BSRCP,General,8,205255,151417,2609,73.77,1.72,0.84,Yes
782,64,KOPPAL,KOPPAL,HADAPAD NIRMALA MALLIKARJUN,F,39,BSP,General,8,205255,151417,611,73.77,0.4,0.01,Yes
783,64,KOPPAL,KOPPAL,PRADEEP VIRUPAKSHAGOUDA,M,45,JD(S),General,8,205255,151417,6811,73.77,4.5,1.78,Yes
784,64,KOPPAL,KOPPAL,SHIVAKUMAR VADERAHALLI,M,34,NCP,General,8,205255,151417,1333,73.77,0.88,0.48,Yes
785,64,KOPPAL,KOPPAL,KARADI SANGANNA AMARAPPA  (Runner Up),M,59,BJP,General,8,205255,151417,54274,73.77,35.84,31.35,No
786,64,KOPPAL,KOPPAL,MANJUNATH.E.CHAKRASALI,M,37,CPIM,General,8,205255,151417,599,73.77,0.4,0,Yes
787,65,SHIRAHATTI,GADAG,RAMAPPA SOBEPPA LAMANI  (Runner Up),M,60,BJP,SC,12,182763,131227,44423,71.8,33.85,13.44,No
788,65,SHIRAHATTI,GADAG,DURAGAPPA SAREPPA PUJAR,M,50,BSP,SC,12,182763,131227,560,71.8,0.43,0.01,Yes
789,65,SHIRAHATTI,GADAG,KORADAL SHIVAPPA FAKKIRAPPA,M,34,IND,SC,12,182763,131227,580,71.8,0.44,0.02,Yes
790,65,SHIRAHATTI,GADAG,GURAPPA SHIDDAPPA VADDAR,M,52,JD(S),SC,12,182763,131227,5520,71.8,4.21,1.28,Yes
791,65,SHIRAHATTI,GADAG,PARASHURAM PUTTAPPA BAJANTRI,M,51,IND,SC,12,182763,131227,551,71.8,0.42,0,Yes
792,65,SHIRAHATTI,GADAG,DODDAMANI RAMAKRISHNA SHIDDLINGAPPA  (Winner),M,57,INC,SC,12,182763,131227,44738,71.8,34.09,0.24,No
793,65,SHIRAHATTI,GADAG,BENAKAPPA BAJANEPPA PUJAR,M,39,JD(U),SC,12,182763,131227,791,71.8,0.6,0.01,Yes
794,65,SHIRAHATTI,GADAG,SHOBHA KRISHNAPPA LAMANI,F,36,KJP,SC,12,182763,131227,3841,71.8,2.93,1.44,Yes
795,65,SHIRAHATTI,GADAG,SHEKAPPA BOJAPPA LAMANI,M,48,IND,SC,12,182763,131227,710,71.8,0.54,0.1,Yes
796,65,SHIRAHATTI,GADAG,JAYASHREE MAHANTESH HALLEPPANAVAR,F,29,BSRCP,SC,12,182763,131227,26791,71.8,20.42,16.21,No
797,65,SHIRAHATTI,GADAG,BHAJEKKANAVAR FAKKIRAPPA DANDAPPA,M,31,IND,SC,12,182763,131227,775,71.8,0.59,0.05,Yes
798,65,SHIRAHATTI,GADAG,SANDAKAD DODDAHUCHAPPA DODDAYALLAPPA,M,39,IND,SC,12,182763,131227,1947,71.8,1.48,0.88,Yes
799,66,GADAG,GADAG,H K PATIL  (Winner),M,60,INC,General,12,191106,136314,70475,71.33,51.7,24.74,No
800,66,GADAG,GADAG,ASHOK MALLAPPA JAVALI,M,47,NCP,General,12,191106,136314,761,71.33,0.56,0.16,Yes
801,66,GADAG,GADAG,ANDANAYYA GURUPADAYYA KURTAKOTI,M,42,JD(S),General,12,191106,136314,1339,71.33,0.98,0.2,Yes
802,66,GADAG,GADAG,ANIL PRAKASHBABU MENSINKAI  (Runner Up),M,39,BSRCP,General,12,191106,136314,36748,71.33,26.96,13.23,No
803,66,GADAG,GADAG,ABDULMUNAF ABDULSATTAR KHAZI,M,49,NPP,General,12,191106,136314,438,71.33,0.32,0.06,Yes
804,66,GADAG,GADAG,MANJUNATH VASANT NEELGUND,M,26,LJP,General,12,191106,136314,356,71.33,0.26,0.09,Yes
805,66,GADAG,GADAG,SATYAPPANAVAR BIMAPPA GONEPPA,M,73,IND,General,12,191106,136314,1062,71.33,0.78,0.16,Yes
806,66,GADAG,GADAG,MAHADEV H CHALAVADI,M,28,BSP,General,12,191106,136314,537,71.33,0.39,0.07,Yes
807,66,GADAG,GADAG,BIDARUR SHREESHAILAPPA VIRUPAXAPPA,M,51,BJP,General,12,191106,136314,18715,71.33,13.73,10.2,Yes
808,66,GADAG,GADAG,TIRLAPUR ABDULRAHAMANSAB JANGLISAB,M,36,JD(U),General,12,191106,136314,230,71.33,0.17,0,Yes
