,constituency,name,cases,assets,liabilities,education,self_profession,spouse_profession,self_profession_category,spouse_profession_category,district,gender,age,party,const_category,total_electors,total_const_votes,votes,candidate_voteshare_percent,uuid,Year,education_category
864,Gulbarga Rural,Gopinath Ghanu,0.0,75000.0,,Unknown,not given,Not Given,Cound't Classify,Cound't Classify,Gulbarga,M,63,IND,SC,211123,123418,508,0.41,6moizN9q,2013,Unknown
865,Bilgi,Gouslajam. B. Mulla,0.0,235000.0,,"K.M Bellada High school,Kabbur,Chikkodi",Business,House wife,Business / Entrepreneurship,Not Given,Bagalkot,M,31,IND,GEN,190466,149179,253,0.17,HEscgR9z,2013,Unknown
866,Basavanagudi,Gopal.K.,0.0,310000.0,,7th Pass,travel business,House wife,Hospitality / Tourism,Not Given,B.B.M.P(South),M,38,IND,GEN,198604,103647,158,0.15,YnXHkHFe,2013,Primary Education
867,Karkal,Gopala,0.0,116000.0,,"4th std,SVT primary school KARKALA",industrialist,Not Given,Business / Entrepreneurship,Cound't Classify,Udupi,M,32,IND,GEN,161008,130474,232,0.18,SMPAzEyo,2013,Primary Education
868,Yelahanka,Gopalkrishna .H.K,0.0,507500.0,,"PKB,1990",agriculture social service,house wife,"Agriculture / Farming, Social Work / Activism",Not Given,Bangalore Urban,M,39,IND,GEN,293238,196147,266,0.14,XScrWx2B,2013,Unknown
869,Sidlaghatta,Govindappa,0.0,80000.0,,sri sarswathi convent siddlugatta in 1995-96,farmer,Not Given,Agriculture / Farming,Cound't Classify,Chikkaballapur,M,33,IND,GEN,176854,153740,385,0.25,nBDyDPW8,2013,Unknown
870,Dasarahalli,Govindegowda M B,0.0,107199908.0,7434515.0,"DME (General) in SI Polytechnic College,K.R.Circle (1982)",Business,Housewife Business,Business / Entrepreneurship,Business / Entrepreneurship,Bangalore Urban,M,54,IND,GEN,344606,191258,16206,8.47,Kakypda7,2013,Diploma Holder
871,Afzalpur,Govind Vishwanath Bhat,0.0,43463442.0,2740661.0,"Vidya Niketan High School Venkatesh Nagar, Gulbarga 1993",agriculture and business,household,"Business / Entrepreneurship, Agriculture / Farming",Unknown,Gulbarga,M,36,SP,GEN,190336,128606,14643,11.39,5uneA9JY,2013,Secondary Education
872,Harapanahalli,Gowaler Eranna,0.0,785500.0,350000.0,"Govt school , Gowrehalli,(1971-72)",Agriculture,House wife,Agriculture / Farming,Not Given,Davangere,M,52,IND,GEN,184923,150223,224,0.15,nqW499Bj,2013,Unknown
873,Mudhol,Govind M Karjol,0.0,17322933.0,,SSLC,Agriculture,House wife,Agriculture / Farming,Not Given,Bagalkot,M,62,BJP,SC,166358,129099,64727,50.14,kGULCUMh,2013,Secondary Education
874,Tumkur Rural,Gowrishankar.D.C.,0.0,8681500.0,,B.Sc. HKES,"Business, Agriculture",House Wife,"Business / Entrepreneurship, Agriculture / Farming",Cound't Classify,Tumkur,M,36,JD(S),GEN,175369,146725,53457,36.43,cjzRgFAH,2013,Graduate
875,Chincholi,Goutam B. Bomnalli,0.0,,,"B.A, Govt. First grade college, Sedam-2006, B.P.Ed from Raichur-2010",Retired school master,govt. employee,Education / Academia,Politics / Public Service,Gulbarga,M,27,BSP,SC,169337,112983,1374,1.22,Jh5z9MQi,2013,Postgraduate
876,Bhatkal,Govinda Jattappa Naik,1.0,12221153.0,6436484.0,6TH STANDARD FROM GOVT HIGHER PRIMARY SCHOOL SONAKERI BHATKAL IN THE YEAR 1983-84,BAKERY BUSINESS,Not Given,Business / Entrepreneurship,Cound't Classify,Uttara Kannada,M,42,BJP,GEN,189664,134517,14791,11.0,2iTPEbPp,2013,Primary Education
877,Dasarahalli,Govindaiah,0.0,133850.0,,9TH STANDARD GOVERNMENT HIGH SCHOOL IN DODDABELE,Not Given,Not Given,Cound't Classify,Cound't Classify,Bangalore Urban,M,35,IND,GEN,344606,191258,680,0.36,Td8YT4FT,2013,Secondary Education
878,Sorab,Guddappa,0.0,554000.0,,"8th std,govt high school,Alahalli,soraba,taluk,1969-70",farmar and business,house wife,"Agriculture / Farming, Business / Entrepreneurship",Not Given,Shimoga,M,51,BSP,GEN,172035,141159,512,0.36,DAwEniwz,2013,Primary Education
879,Babaleshwar,Gudadappa Shivappa Jalamatti,0.0,1068261.0,431000.0,"5th std,govt boys school,Athalatti,1973",agriculter,"agriculter,house wife",Agriculture / Farming,"Agriculture / Farming, Not Given",Bijapur,M,53,IND,GEN,184083,134348,202,0.15,4Nwzi8KG,2013,Primary Education
880,Sindgi,Guranagoud Goudappagoud Patil,1.0,8185043.0,8070000.0,"9th std H.G.High School,1976",Self employment,HOUSE WIFE,Cound't Classify,Not Given,Bijapur,M,52,KJP,GEN,184900,128355,10523,8.2,chCMxaha,2013,Secondary Education
881,Shirahatti,Gurappa Shiddappa Vaddar,0.0,13313000.0,800000.0,"F M DABALLI UNIVERSITY,SHIRAHAATI",Agriculture,AGRICULTURE,Agriculture / Farming,Agriculture / Farming,Gadag,M,52,JD(S),SC,182763,131227,5520,4.21,cG3zjbu7,2013,Unknown
882,Mangalore City North,Gulam Mohammed,0.0,6328000.0,600000.0,govt high school padupanamburu,REAL ESTATE,House wife,Construction / Real Estate,Not Given,Dakshina Kannada,M,44,JD(S),GEN,204413,145853,1808,1.24,J2P5W769,2013,Unknown
883,Shahapur,Guru Patil Shiraval,0.0,24406300.0,3551279.0,"BA, LLB (Special) [Details I–XII Std. in SBR School, Gulbarga; BA from SBR College, Gulbarga; LLB from Seth Shankarlal Lahoti Law College, Gulbarga]",Agriculture,Housewife,Agriculture / Farming,Education / Academia,Yadgir,M,43,KJP,GEN,188066,127118,54924,43.21,eCaXPGNf,2013,Graduate
884,Holalkere,Gulihatti D. Rudresh,0.0,1290000.0,600000.0,BSC DRM SCIENCE COLLAGE DAVANGERE IN 1993-1994,Business,HOUSE WIFE,Business / Entrepreneurship,Not Given,Chitradurga,M,41,NPP,SC,204469,162979,246,0.15,9xtjvevf,2013,Graduate
885,Kampli,Gujjal Nagaraja,0.0,17408224.0,3200000.0,"MA. LLB.1998 vanki sanna rudramma kanunu maha vidyalaya, hosapete",lawyer,house wife,Law / Judiciary,Not Given,Bellary,M,40,INC,ST,182270,140277,12197,8.69,fNQLEq2Z,2013,Postgraduate
886,Hubli-Dharwad Central,Gudipati Jashuva,0.0,51134.0,,Unknown,Business,Not Given,Business / Entrepreneurship,Cound't Classify,Dharwad,M,34,IND,GEN,212179,117311,194,0.17,TLHyUdw3,2013,Unknown
887,Arabhavi,Gurappa Kallappa Hittanagi,0.0,3490172.0,1265814.0,Govt School in Rajapura,Agriculture,House wife,Agriculture / Farming,Not Given,Belgaum,M,52,JD(S),GEN,196454,145099,3081,2.12,9MV6Jqfo,2013,Unknown
888,Gulbarga Dakshin,Gurudevappa. S. Naroni,0.0,1405000.0,,S.S.L.C Failed,Not Given,NOT GIVEN,Cound't Classify,Cound't Classify,Gulbarga,M,36,IND,GEN,211956,117303,375,0.32,ZhYFaXDv,2013,Secondary Education
889,Sedam,Gundappa R Mukrambi,0.0,55000.0,,PUC,dastha writer,HOUSE WIFE,Cound't Classify,Not Given,Gulbarga,M,51,IND,GEN,185201,135976,352,0.26,36UbixSQ,2013,Higher Secondary Education
890,Ron,Gurupadagouda Sanganagouda Patil,0.0,28839049.0,2110300.0,Under Graduate Karnataka College Dharawad,Agriculturist Business,Housewife,"Agriculture / Farming, Business / Entrepreneurship",Education / Academia,Gadag,M,65,INC,GEN,195737,145905,74593,51.12,3KGgHQCz,2013,Graduate
891,Bidar,Gurupadappa Nagamarpalli,1.0,154498245.0,50825188.0,Unknown,Agriculture,Not Given,Agriculture / Farming,Cound't Classify,Bidar,M,71,KJP,GEN,190262,112971,50718,44.89,NHrUmq7B,2013,Unknown
892,Ranibennur,Gurulingappagowdra Umesh Mahadevappa,0.0,10610000.0,200000.0,B.A. (L.L.B)KARNATAKA UNIVERSITY,FARMER LAWYER,TUTION,"Agriculture / Farming, Law / Judiciary",Education / Academia,Haveri,M,52,BSP,GEN,200778,159167,944,0.59,NeBPDvTQ,2013,Graduate
893,Rajarajeshwarinagar,Gurumurthy,0.0,6415000.0,200000.0,"s.s.l.c, govt. pre university college, peenya , bangalore, 1988-89",SOCIAL SERVICE,house wife,Social Work / Activism,Not Given,B.B.M.P(Central),M,41,BSP,GEN,334493,189998,994,0.52,Akmqae84,2013,Higher Secondary Education
894,Hubli-Dharwad East,Gurunath Shanker Gabbur,0.0,530500.0,142500.0,"JANATA ENGLISH SCHOOL,KALAGHATAGI",SRI NANDI CABLE OWNER,Not Given,Engineering / Technology,Cound't Classify,Dharwad,M,34,IND,SC,174347,109094,669,0.61,Xy4h3Csr,2013,Unknown
895,Madikeri,Guruprasad.D.S.,0.0,1217500.0,25000.0,"B.B.M 1998 ,BANUMAYA COLLEGE MYSORE",BUSINESS,house wife,Business / Entrepreneurship,Not Given,Kodagu,M,36,IND,GEN,202851,153856,240,0.16,XhVstVKF,2013,Graduate
896,Athani,Gurunath Balu Bhori,0.0,1385959.0,179000.0,M.A from Mysore university-1997,Shethki,Govt. Employee,Cound't Classify,Unknown,Belgaum,M,42,NCP,GEN,186167,146290,442,0.3,ADFkGefZ,2013,Postgraduate
897,Arabhavi,Guruputra Kempanna Kullur,0.0,997000.0,30000.0,"govt pu college(science) , Gokaka, belagavi",agriculture,agriculture,Agriculture / Farming,Agriculture / Farming,Belgaum,M,26,IND,GEN,196454,145099,2012,1.39,eVn6ZaKD,2013,Higher Secondary Education
898,Krishnaraja,Guruswamy,0.0,,,"PUC,JSS college,ooty road mysore(1993-94)",social worker,House wife,Social Work / Activism,Not Given,Mysore,M,38,IND,GEN,216322,127812,136,0.11,W7avBiT6,2013,Higher Secondary Education
899,Navalgund,Gurushantappa Hanamappa Chalawadi,0.0,365000.0,,"model high school, navalgund ,1983",agriculture,house wife,Agriculture / Farming,Not Given,Dharwad,M,55,RCMP,GEN,182898,137347,338,0.25,RTG7PLo5,2013,Higher Secondary Education
900,Karkal,H Gopal Bhandary,0.0,4568065.0,1220000.0,KARNATAKA HIGH SCHOOL,AGRICULTURIST,Not Given,Agriculture / Farming,Cound't Classify,Udupi,M,62,INC,GEN,161008,130474,60785,46.59,eG3GsmXg,2013,Unknown
901,Gauribidanur,H Ananda Kumara,0.0,24267065.0,3922000.0,"diploma in mechanical eng,SJP polytechnic,1985-88",social worker,HOUSE WIFE,Social Work / Activism,Not Given,Chikkaballapur,M,44,IND,GEN,186720,149168,875,0.59,aiQjfDwJ,2013,Diploma Holder
902,Vijayanagara,H Abdul Wahab,0.0,710468755.0,505065737.0,"M.A.,Bachelor of Law University of Madras 1969",Business,House Wife,Business / Entrepreneurship,Cound't Classify,Bellary,M,70,INC,GEN,171289,124713,39358,31.56,nMMnchiG,2013,Postgraduate
903,Nargund,Gurusiddappa Honakerappa Desai,0.0,680000.0,,"dharvad, bhashal mission high school 1950",Shetki,no,Unknown,Cound't Classify,Gadag,M,81,RCMP,GEN,171702,128630,327,0.25,nHGgUG2h,2013,Unknown
904,Gulbarga Dakshin,Gurushant Pattedar,2.0,500000.0,855000.0,B.A,Social worker,House wife,Social Work / Activism,Not Given,Gulbarga,M,59,IND,GEN,211956,117303,558,0.48,aJPbiuRL,2013,Graduate
905,Aland,Guttedar Subhash Rukmayya,5.0,42329522.0,,"SSLC From S.V.V. High School, Tadkal",Agriculture,Business,Agriculture / Farming,Business / Entrepreneurship,Gulbarga,M,61,JD(S),GEN,192986,132385,49971,37.75,Xyfto8qB,2013,Secondary Education
906,Gundlupet,H G Mallikarjunaswamy,0.0,7768115.0,4112737.0,"PUC, JSS Mysore",Farmer,HouseWife,Agriculture / Farming,Not Given,Chamarajnagar,M,55,BJP,GEN,190420,162326,1989,1.23,cZsJm9KH,2013,Higher Secondary Education
907,Sorab,H Halappa,2.0,36222819.0,2650342.0,B.Com,Agriculture,Agriculture business,Agriculture / Farming,"Agriculture / Farming, Business / Entrepreneurship",Shimoga,M,52,KJP,GEN,172035,141159,37316,26.44,KjLkpgUw,2013,Graduate
908,Hubli-Dharwad West,Gururaj Hunasimarad,0.0,37286661.0,1560000.0,"LLB KPES LAW COLLEGE DHARWAD,2001-02",LAWYER,HOUSE WIFE,Law / Judiciary,Not Given,Dharwad,M,44,IND,GEN,220564,126910,2471,1.95,7QU6oNgx,2013,Graduate
909,Gadag,H K Patil,0.0,34634028.0,21678379.0,"B.SC., LLB (SPL) FROM JSS COLLAGE KARNATA VISHWA VIDYALYA DARAWADA",Former,HOUSE WIFE,Not Given,Not Given,Gadag,M,60,INC,GEN,191106,136314,70475,51.7,BrEjbQ3f,2013,Graduate
910,Basavana Bagevadi,Gurusiddayya M Sarur,0.0,565000.0,,"MA,BEd,PGDT karnataka university,2011",agriculter,house wife,Agriculture / Farming,Not Given,Bijapur,M,32,IND,GEN,175846,126819,337,0.27,WYkRBNqd,2013,Postgraduate
911,Holalkere,H Anjaneya,0.0,33986455.0,7376550.0,"MSB College, Davanagere",Social Service,Lecturer,Social Work / Activism,Education / Academia,Chitradurga,M,58,INC,SC,204469,162979,76856,47.16,9ciCVNQ7,2013,Unknown
912,Gauribidanur,H N Ramakrishna Reddy,0.0,100000.0,625000.0,"municipal high school,bhagepalli,1998",agriculture,house wife,Agriculture / Farming,Not Given,Chikkaballapur,M,66,IND,GEN,186720,149168,399,0.27,bE6jFpsF,2013,Unknown
913,Hungund,H L Madar,0.0,50000.0,,BA LLB (Spl),"lawyer,high court ,dharwad",house wife,Law / Judiciary,Not Given,Bagalkot,M,31,IND,GEN,191972,137024,1292,0.94,geEuvp2e,2013,Graduate
914,Gubbi,H M Umesh,0.0,1308500.0,55000.0,vinayak juniour colleage hagalwadi,farmer,house wife,Agriculture / Farming,Not Given,Tumkur,M,41,JD(U),GEN,167885,139659,767,0.55,iA8YAY3e,2013,Unknown
915,Hirekerur,H M Ashok,0.0,16680000.0,,DIPLOMA IN PHARMACEUTICALS S C S COLLEGE OF PHARMACY - HARAPPANAHALLY,AGRICULTURE,House wife,Agriculture / Farming,Not Given,Haveri,M,43,BSRC,GEN,162016,132997,3399,2.56,ELorHQfD,2013,Diploma Holder
916,Yeshvanthapura,H L Krishnappa,0.0,64515015.0,3486965.0,"thakarbapa pre-university,machohalli,dasanapura hobli,bangalore north taluk",agriculture and construction business,house wife,"Agriculture / Farming, Construction / Real Estate",Not Given,Bangalore Urban,M,41,BJP,GEN,349639,231515,12747,5.51,MnkQ3ayN,2013,Higher Secondary Education
917,Nelamangala,H P Cheluvaraju,0.0,52312000.0,500000.0,"BE , chemicals from bangalore university(july 1991)",farming poultry others,farming,"Agriculture / Farming, Social Work / Activism",Agriculture / Farming,Bangalore Rural,M,51,KJP,SC,182233,139664,9821,7.03,edwfHcxB,2013,Graduate
918,Holalkere,H R Devendranaik,0.0,3813868.0,230000.0,BA FROM MYSORE UNIVERSITY,Agriculturist Socialworker,Housewife,"Agriculture / Farming, Social Work / Activism",Education / Academia,Chitradurga,M,50,BJP,SC,204469,162979,7595,4.66,avZx2687,2013,Graduate
919,Honnali,H P Rajkumar,0.0,64804395.0,1452000.0,M.B.B.S.,Doctor,Doctor,Medicine / Healthcare,Medicine / Healthcare,Davangere,M,57,BJP,GEN,174516,149119,2549,1.71,5FJUKECy,2013,Doctorate
920,Channagiri,H S Shivakumar,0.0,32793452.0,8262407.0,BE FROM BIT COLLEGE,AGRICULTURE,HOUSEWIFE,Agriculture / Farming,Not Given,Davangere,M,45,BJP,GEN,175842,143385,4526,3.16,avbd8tFe,2013,Graduate
921,Hubli-Dharwad West,H. G. Desai,0.0,3117756.0,520000.0,M.A (PoL. Science) From KUD Dwd In 2003 MA(Journalist) From KSOU Mysore In 2009,Social Worker,Social Worker,Social Work / Activism,Social Work / Activism,Dharwad,M,40,SUCI,GEN,220564,126910,339,0.27,dZmkATnW,2013,Postgraduate
922,Gundlupet,H S Mahadevaprasad,0.0,80121133.0,19802930.0,M.A. Year-1991,Farmer,HouseWife,Agriculture / Farming,Not Given,Chamarajnagar,M,55,INC,GEN,190420,162326,73723,45.42,gpKKsB8n,2013,Postgraduate
923,Holalkere,H Srinivasa,1.0,26118225.0,,govt boy's collage SSLC para medical board bangalore,social service,House wife,Social Work / Activism,Not Given,Chitradurga,M,39,BSRC,SC,204469,162979,2912,1.79,dJnwSC6u,2013,Higher Secondary Education
924,Periyapatna,H. D. Ganesh,0.0,8581000.0,,Governament Juniour College Ponampet April 1997,"Business,Social Server",Vedhakshi Gas Agency,"Business / Entrepreneurship, Social Work / Activism",Not Given,Mysore,M,55,BSRC,GEN,162480,136307,5669,4.16,Zsu3DJgV,2013,Higher Secondary Education
925,Bellary City,H. D. Govinda,0.0,422000.0,,10 h fail,daily labour,house wife,Unknown,Not Given,Bellary,M,30,IND,GEN,194202,119471,216,0.18,dG9T8mVr,2013,Illiterate
926,Govindraj Nagar,H Ravindra,0.0,40427445.0,6346144.0,"BA, Bangalore University 1980-81","Rental Income, Social Worker",Business,Social Work / Activism,Business / Entrepreneurship,B.B.M.P(South),M,50,BJP,GEN,239465,131237,30194,23.01,RbgMYhjT,2013,Graduate
927,Krishnaraja,H V Rajeeva,0.0,95298338.0,64648180.0,B.Sc. in JSS College,Business,Business,Business / Entrepreneurship,Business / Entrepreneurship,Mysore,M,45,KJP,GEN,216322,127812,15573,12.18,NkCoNnNk,2013,Graduate
928,Bellary City,H Virupakshappa,0.0,4762566.0,,"B.com degree frm veerashaiva collagr bellary and llb degree from vsr law collage gulbarga university year 1987-88,1989-90,2003-2004",advocate and agriculturist,House wife,"Law / Judiciary, Agriculture / Farming",Not Given,Bellary,M,43,BJP,GEN,194202,119471,5646,4.73,hoGf8Q6v,2013,Graduate
929,Sakaleshpur,H. K. Kumaraswamy,0.0,44856594.0,8303000.0,"B.SC.BED,LLB, Mysore University, 1974-B.ed Hassan, Hasanamba colage- LLB Mysore university1980","Agriculture, Legislatar",House wife and Business,"Agriculture / Farming, Unknown","Business / Entrepreneurship, Not Given",Hassan,M,58,JD(S),SC,181602,140486,63602,45.27,i9TbrYgo,2013,Graduate
930,Periyapatna,H. C. Basavaraju,0.0,20614232.0,1070000.0,BSC IN AGRICULTURE,FARMER,FARMER,Agriculture / Farming,Agriculture / Farming,Mysore,M,69,KJP,GEN,162480,136307,827,0.61,bGmSJ47f,2013,Graduate
931,Harihar,H. Nagaraj Palegar,0.0,68000.0,,"in 1991-92 SSLC, DRM college,davangere,in 1992-93 JODC",Electrician and social service,House wife,"Law Enforcement / Security, Social Work / Activism",Not Given,Davangere,M,45,BPJP,GEN,194111,150743,1479,0.98,D5GNF9bR,2013,Higher Secondary Education
932,Malavalli,H. Nanjundaiah,0.0,,,"MA,Mysore university 1969",Nt given,Not Given,Cound't Classify,Cound't Classify,Mandya,M,69,NPP,SC,230524,172550,325,0.19,fsN4X5it,2013,Postgraduate
933,Molakalmuru,H. Ramanna,0.0,150000.0,,"dyamalamba high school ,heereguntanuru,chitradurga taluk",Own business,House wife,Business / Entrepreneurship,Not Given,Chitradurga,M,48,BSP,ST,207158,164413,950,0.58,CMKXKVRh,2013,Unknown
934,Molakalmuru,H. Thimmaiah,0.0,500.0,,6 th,Agriculture,Agriculture,Agriculture / Farming,Agriculture / Farming,Chitradurga,M,40,IND,ST,207158,164413,899,0.55,QF34KRYg,2013,Primary Education
935,Bagepalli,H. V. Shivashankar,0.0,63324229.0,3000000.0,"B.COM,PGDT,ATC,LLB,MBA",BUSSINESS,BUSSINESS,Business / Entrepreneurship,Business / Entrepreneurship,Chikkaballapur,M,46,BSRC,GEN,175917,150498,793,0.53,nsF8rBag,2013,Postgraduate
936,Shikaripura,H. S. Shanthaveerappa Gowdai,0.0,1847964.0,1342000.0,commerce graduation,Not Given,Not Given,Cound't Classify,Cound't Classify,Shimoga,M,66,INC,GEN,172735,138566,44701,32.26,DmDf5vjf,2013,Graduate
937,Malleshwaram,H. Girish,0.0,475000.0,310000.0,"S.S.L.C. Examination in the year 2002 at KECS, Bangalore",Not Given,Not Given,Cound't Classify,Cound't Classify,B.B.M.P(North),M,26,IND,GEN,173755,108299,95,0.09,Joe4eNTg,2013,Secondary Education
938,Lingsugur,H.B. Murari,0.0,7075000.0,2000000.0,VENKATESHWARA HIGH SCHOOL,AGRICULTURE,HOUSE WIFE,Agriculture / Farming,Not Given,Raichur,M,51,KJP,SC,197870,129580,18347,14.16,gdKFUfC3,2013,Unknown
939,Mulbagal,H.A. Lakshmaiah,0.0,4520000.0,125000.0,M.B.H.S,SOCIAL WORKER,Cook In Govt School,Social Work / Activism,"Education / Academia, Hospitality / Tourism",Kolar,M,69,JD(U),SC,171494,138700,207,0.15,i9ALNvtE,2013,Unknown
940,Magadi,H.C.Balakrishna,0.0,185403092.0,86569798.0,MBBS in Kempegowda Institute of Medical Science Bangalore,Political,Business,Politics / Public Service,Business / Entrepreneurship,Ramanagaram,M,48,JD(S),GEN,202991,170066,74821,44.0,bfv6HQL9,2013,Doctorate
941,Sorab,H.Bheemappa,0.0,883000.0,,"4th std, govt. higher primary school, guddekoppa,1976-77",farmar,house wife,Agriculture / Farming,Not Given,Shimoga,M,43,IND,GEN,172035,141159,1514,1.07,892TYYUi,2013,Primary Education
942,Davanagere North,H.G. Mallikarjuna,0.0,57680.0,,LLB 1984-85 RL law college davanagere,social work and note book manufacturer,Not Given,"Social Work / Activism, Construction / Real Estate",Cound't Classify,Davangere,M,56,JD(U),GEN,208005,134450,260,0.19,iX6QygqM,2013,Graduate
943,Tirthahalli,H.B. Kiran Kumar,0.0,80000.0,,"BA,kuvempu university,sahyadri college shimoga",Hotel Management,Not Given,Hospitality / Tourism,Cound't Classify,Shimoga,M,30,IND,GEN,169863,139215,1627,1.17,UCjKjezV,2013,Graduate
944,Arkalgud,H. Yogaramesha,1.0,18716820.0,2379961.0,"Diploma in Mech Engg,Srimathi LV polytechnic,Hassan ,1988",Agriculture,Consultancy service,Agriculture / Farming,Consulting / Advisory,Hassan,M,44,IND,GEN,197950,170262,32477,19.07,RYxfFXwj,2013,Diploma Holder
945,Hassan,H.A.Nanje Gowda Ashok Rangoli,2.0,15207000.0,60000.0,"ITI,Radar Institute,Chikkamagalur,1996-97",pearless Agent,LIC Agent,Business / Entrepreneurship,Banking / Finance,Hassan,M,42,JD(U),GEN,188414,131059,209,0.16,HsCyw77c,2013,Vocational Training
946,Padmanaba Nagar,H.C. Krishnamurthy,0.0,9045000.0,,"V V puram college,K.R road, bangalore in 1982",real estate,medical store business,Construction / Real Estate,Environmental Conservation,B.B.M.P(South),M,52,IND,GEN,219754,128353,139,0.11,eDFHmzou,2013,Unknown
947,Holenarasipur,H.D.Revanna,0.0,236748376.0,,"Matriculation from Govt. High School Chakenahalli, Hale Kote Hobli Holenarsipura Taluk, Hassan Dist. in 1973-74",Agriculturallist Public Servant,House wife Social Activist,"Agriculture / Farming, Politics / Public Service","Social Work / Activism, Arts / Entertainment",Hassan,M,55,JD(S),GEN,198333,162263,92713,57.14,kHzNpbsn,2013,Secondary Education
948,Mangalore City North,H. Vinaya Acharya,0.0,20000.0,,1 ST PUC,OWN BUSINESS,HOUSE WIFE,Business / Entrepreneurship,Not Given,Dakshina Kannada,M,46,IND,GEN,204413,145853,1536,1.05,2zheTtmX,2013,Higher Secondary Education
949,Ramanagaram,H.D.Kumara Swamy,0.0,1377707113.0,686774279.0,"B.Sc in 1978 from National College,Jayanagar,Bangalore University",Public Servant Agriculturist,"Public Servant Entrerrencur,Carrying on Business of Petrol and Petroleum Project under The name Style of Nikhil Co.,Carrying The Business of Serial Production under the name and Style of Nikhil Creations","Politics / Public Service, Agriculture / Farming","Politics / Public Service, Business / Entrepreneurship",Ramanagaram,M,53,JD(S),GEN,184788,148705,83447,56.12,W6R7VYGv,2013,Graduate
