,constituency,name,cases,assets,liabilities,education,district,self_profession,spouse_profession,self_profession_category,spouse_profession_category,age,gender,party,votes,percent_votes,constituency_category,uuid,Year,education_category
613,Haliyal,Eliyas Kati,0.0,85000.0,25000.0,"PUC 2nd year, Janata Vidyalaya Composite Pre-university College Dandeli",Uttara Kannada,Contractor,Not Given,Consulting / Advisory,Cound't Classify,42.0,M,IND,411,0.3097561894713042,GEN,MDocFpqL,2018,Higher Secondary Education
614,Bellary City,E. Iramma,0.0,122000.0,,"7th Pass, Government High School, Bandihatti Cowl Bazar, Bellary, Year-2005-2006",Bellary,Wages,Not Given,Cound't Classify,Cound't Classify,26.0,F,IND,119,0.0786688438324287,GEN,34izZndM,2018,Primary Education
615,Humnabad,Eknath,0.0,820000.0,113000.0,illitreate,Bidar,ADVOCACY,Not Given,Social Work / Activism,Cound't Classify,63.0,M,IND,707,0.4437192079580757,GEN,NbmSWPAU,2018,Illiterate
616,Shimoga,Dr.Narendra P.L.,0.0,12882888.0,,MBBS MD From V M Govt Medical College Solapur in 2000,Shimoga,Vice Principal,Not Given,Education / Academia,Cound't Classify,47.0,M,IND,195,0.1131392366872831,GEN,cZFWUrzw,2018,Doctorate
617,K.R.Pura,Erudiaraj.J,0.0,138000.0,,"SSLC,Ludes Boys High School,Halasooru,Bangalore-560 036,1989-90",B.B.M.P(North),Self-Employed,Housewife,Unknown,Education / Academia,45.0,M,IND,92,0.0362213280628676,GEN,T2fF5nKx,2018,Secondary Education
618,Raybag,Duryodhan Mahalingappa Aihole,0.0,53132582.0,6511590.0,"Has completed 10th standard in Harogeri Vidhyalaya, Harogeri",Belgaum,Holly Lawmaker,Homemaker,Politics / Public Service,Not Given,61.0,M,BJP,67502,44.88194735337336,SC,YmvHq52X,2018,Secondary Education
619,Chintamani,Dr.M C Sudhakar,0.0,197039627.0,59772524.0,"Dental Surgeon, MDS (Prosthodontics) A B Shetty Memorial Institute of Dental Sciences. Mysore University Year 1994",Chikkaballapur,Ex MLA,House Wife,Politics / Public Service,Cound't Classify,49.0,M,BPJP,82513,45.64832538532181,GEN,VZanEgbv,2018,Doctorate
620,Bhalki,Eshwarappa Chakote Advocate,0.0,13943000.0,20750.0,"B.A LL.B ,Year-1967, Upaniya University ,Hyderabad",Bidar,Advocate,Pensioner,Law / Judiciary,Not Given,73.0,M,JD(U),668,0.3998611260759736,GEN,V77hhjtk,2018,Graduate
621,Belgaum Uttar,Fakarusab Nadaf,0.0,174000.0,30000.0,SSLC VIJAYA MAHANTHESWARA MAADYAMIKA SCHOOL HUNAGUNDA 1986,Belgaum,SOCIAL WORKER,HOUSE WIFE,Social Work / Activism,Not Given,48.0,M,AAAP,111,0.075292010907167,GEN,FEbJh9fR,2018,Secondary Education
622,Byatarayanapura,Ezaz Pasha,0.0,80000.0,,Unknown,Bangalore Urban,Electrician(private),Housewife,Cound't Classify,Education / Academia,53.0,M,ANC,556,0.2191487097422637,GEN,iYkqLyGp,2018,Unknown
623,Bellary,G Alivelu,0.0,220000.0,,1st Year Pass,Bellary,DTP work,House wife,Media / Journalism,Not Given,30.0,F,IND,340,0.2084252856652444,ST,DwjxTaAw,2018,Unknown
624,Bhalki,Eshwar,0.0,103607772.0,7612433.0,"SSLC FROM GOVT. HIGH SCHOOL, BHALIKI YEAR 1977, PUC C.B COLLEGE OF ARTS AND SCIENCE, BHALKI YEAR 1979, B.E FROM PDA COLLEGE OF ENGINEERING GULBARGA YEAR 1985",Bidar,SOCIAL SERVICE AND AGRICULTURIST,AGRICULTURE,"Social Work / Activism, Agriculture / Farming",Agriculture / Farming,56.0,M,INC,84673,50.68479210813011,GEN,jgLWJRgk,2018,Graduate
625,Belgaum Uttar,Fairoz Saith,0.0,412254980.0,,"P.U.C FROM RLS COLLEGE , BELAGAVI, KARNATAKA UNIVERSITY, YEAR- 1969-70",Belgaum,BUSINESSMAN,HOUSE WIFE BUISESSMAN,Business / Entrepreneurship,"Business / Entrepreneurship, Arts / Entertainment",66.0,M,INC,61793,41.91458765753666,GEN,MbDVTPym,2018,Higher Secondary Education
626,Gangawati,Fathima Rajabakshi,2.0,117571.0,,"8th Std Shree Women's MNM-High School, Gangavathi-2004-05",Koppal,Juice Corner House,Juice Corner,Hospitality / Tourism,"Business / Entrepreneurship, Hospitality / Tourism",28.0,F,IND,282,0.191481126886802,GEN,7SmQygTJ,2018,Primary Education
627,Mulbagal,G C Ramappa,0.0,35000.0,,7th Std,Kolar,Wage,House Wife,Unknown,Cound't Classify,38.0,M,IND,585,0.3556447200437717,SC,TiJt6YrC,2018,Primary Education
628,Malur,Es.En.Krisshnaiah Setty Malur,3.0,327593565.0,88784023.0,"Pre-University at Govt First Grade College, Kolar in the Year 1976-77",Kolar,Agriculture,"Business, Agricultural Floriculture",Agriculture / Farming,"Business / Entrepreneurship, Agriculture / Farming",58.0,M,BJP,23889,14.804600835388753,GEN,bqBeaXce,2018,Higher Secondary Education
629,Shikaripura,G B Malatesha,0.0,30637754.0,1350000.0,"PUC,Govt Pre University College,Shikaripura,1985-86",Shimoga,Agriculture and Business,"Agriculture,Housewife","Agriculture / Farming, Business / Entrepreneurship","Agriculture / Farming, Not Given",54.0,M,INC,51586,33.306431306211785,GEN,5PHQNpCz,2018,Higher Secondary Education
630,Ron,G A Laxminarayanagouda,0.0,678503000.0,,BCom.RURAL COLLEGE KANAKPURA,Gadag,AGRICULTURIST,HOUSE WIFE,Agriculture / Farming,Not Given,63.0,M,IND,232,0.1360217165706111,GEN,Ssb9myZn,2018,Graduate
631,Honnali,G C Patel,0.0,9219800.0,1900000.0,"B.A, LLB by Kuvempu University, R.L Law College, Completed in 2004.",Davangere,Advocate,Advocate,Law / Judiciary,Law / Judiciary,43.0,M,SJPA,162,0.1000821662228867,GEN,Hd9XgHL8,2018,Graduate
632,Srinivaspur,G K Venkatashivareddy,0.0,109264929.0,536824.0,B.sc LLB 1973- Government Law College Bangalore,Kolar,Business,Business,Business / Entrepreneurship,Business / Entrepreneurship,70.0,M,JD(S),83019,44.99479697357297,GEN,Pj9ykaSG,2018,Graduate
633,Kudligi,G Eshappa,1.0,1000000.0,,"6th std,Govt Higher Primary School,Hampa Town,1996-97",Bellary,Agriculture(Labour),House Wife,Agriculture / Farming,Cound't Classify,54.0,M,JD(U),957,0.6292906178489702,ST,PtSmPe5M,2018,Primary Education
634,Mudhol,G F Badanuru,0.0,250000.0,,"BA,B.ED,LLB",Bagalkot,Not Given,Not Given,Cound't Classify,Cound't Classify,64.0,M,IND,1081,0.7302623134656047,SC,c9Da34Xq,2018,Graduate
635,Manvi,G Hampayya Nayak,0.0,25018218.0,1792619.0,"SSLC Government High school Gulbarga , Kalburgi",Raichur,Agriculture and MLA,Not Given,"Agriculture / Farming, Politics / Public Service",Cound't Classify,79.0,M,INC,28177,18.290458478575555,ST,FTqz66hW,2018,Higher Secondary Education
636,Chitradurga,G H Thippareddy,0.0,480452353.0,40726554.0,PUC MARCH 1973 FROM MYSORE UNIVERSITY,Chitradurga,"COTTON, CASTROL OIL AND REAL ESTATE BUSINESS AND AGRICULTURE",Agriculture and house wife,"Business / Entrepreneurship, Construction / Real Estate, Agriculture / Farming",Agriculture / Farming,70.0,M,BJP,82896,43.77739519851287,GEN,fQuyXzxZ,2018,Higher Secondary Education
637,Kolar Gold Field,G Lalitha,0.0,5634224.0,,"SSLC from Mehra High School Ooagaum, KGF Year 1985-86, Diploma in Lab Technician at Lalitha Institute, Robertsonpet,K G F. during the year-1998-99",Kolar,Lab Technician,Doctor,Medicine / Healthcare,Medicine / Healthcare,52.0,F,IND,230,0.1647930414347025,SC,oWVdw5Yf,2018,Diploma Holder
638,Harapanahalli,G Kaliveeragouda,0.0,2680000.0,40000.0,"P.U.C in Govt. Pre College, Harapanahalli(2003-04).",Davangere,Agriculturist,Housewife,Agriculture / Farming,Education / Academia,43.0,M,IND,238,0.1413184177087415,GEN,KZbUqxJn,2018,Higher Secondary Education
639,Harapanahalli,G Karunakara Reddy,0.0,594753982.0,348447608.0,"B.A. from Veerashaiva College, Ballari, Gulbarga University",Davangere,Ex-Member of Legislative Assembly,Business,Politics / Public Service,Business / Entrepreneurship,56.0,M,BJP,67603,40.14096215279015,GEN,Bi2N5AaG,2018,Graduate
640,Kollegal,G N Nanjundaswamy,1.0,76993673.0,20592126.0,"MA UNIVERSITY OF BANGALORE 1980-81, LLB 1983-84",Chamarajnagar,NALANDA GAS agency,nalanda enter pricences,Business / Entrepreneurship,Cound't Classify,56.0,M,BJP,39690,23.50314737284673,SC,4gnyQDUK,2018,Postgraduate
641,Gubbi,G N Bettaswamy,0.0,16865104.0,1200000.0,4th Standard.,Tumkur,Agricuturist,Homemaker,Agriculture / Farming,Not Given,59.0,M,BJP,46491,29.913138592201776,GEN,5nqcpqMk,2018,Primary Education
642,Kollegal,G Ningaraj,0.0,1874000.0,90000.0,DEGREE FROM MAHARAJA DEGREE COLLEGE YEAR 1998,Chamarajnagar,BUSINESS,HOUSE WIFE,Business / Entrepreneurship,Not Given,44.0,M,RPSN,871,0.5157783159926808,SC,Dp9s9Qu8,2018,Graduate
643,Rajarajeshwarinagar,G M Srinivasa,0.0,500100.0,,BA Bangalore University in 1999 and LLB Bangalore University 2001,B.B.M.P(Central),Adovcate and social service,House Wife,"Law / Judiciary, Social Work / Activism",Cound't Classify,41.0,M,AIMEP,148,0.0577119549534794,GEN,97LQ7Gt3,2018,Graduate
644,Chikmagalur,G M Jayakumar,0.0,9830000.0,800000.0,"BSc, BEd, LLB from national college of law Shivamoga",Chikmagalur,Attorney career in Chickamagalur court,Agriculture and house wife,Law / Judiciary,Agriculture / Farming,63.0,M,IND,229,0.1421142126624384,GEN,KkKthCTd,2018,Graduate
645,Heggadadevankote,G N Devadatta,0.0,106074142.0,2000000.0,"BE , B E N I , COLLAGE MYSURU PASSING DATE-1987",Mysore,CONTRACTER,PROPESIR,Consulting / Advisory,Cound't Classify,56.0,M,SJPL,666,0.3893530075473683,ST,2cU5GHnc,2018,Graduate
646,Tumkur Rural,G R Nagaraju,0.0,2501499.0,,"Shree Ganesha Rural high school, Goluru, tumkur dis.",Tumkur,Agriculture,Agriculture,Agriculture / Farming,Agriculture / Farming,65.0,M,IND,97,0.056286702411624,GEN,hAyy3mLb,2018,Unknown
647,Vijayanagara,G Shafi Sab,5.0,14401833.0,2950000.0,1ST PUC VIJAYANAGRA COLLEGE HOSAPET IN THE YEAR 1991,Bellary,AGRICULTRE,Not Given,Agriculture / Farming,Cound't Classify,49.0,M,IND,463,0.2786974056461807,GEN,DvQVApys,2018,Higher Secondary Education
648,Turuvekere,G S Basavalingaiah,0.0,2935201.0,1355000.0,"Diploma in Engineering,SJM Polytechnic,Nelamangala,1996-97",Tumkur,"Shree Guru Driving School,Turuvekere",Housewife,Hospitality / Tourism,Education / Academia,43.0,M,IND,198,0.1289574635760295,GEN,cucrAgWp,2018,Diploma Holder
649,Rajaji Nagar,G Padmavathi,0.0,23272000.0,,B.A. Banglore University .,B.B.M.P(Central),Corporator BBMP Ward No 98,Self Employed,"Politics / Public Service, Law Enforcement / Security",Business / Entrepreneurship,58.0,F,INC,46818,38.98511141458215,GEN,8uSFT8BH,2018,Graduate
650,Hosadurga,G R Revanna Goravinakallu,0.0,4145441.0,50000.0,7th std in government school batch -1970-71,Chitradurga,Agriculturist,House Wife,Agriculture / Farming,Cound't Classify,61.0,M,IND,157,0.0982195363036922,GEN,MYGjXsZy,2018,Primary Education
651,Nelamangala,G Shivakumari,0.0,1790000.0,500000.0,"M.A From Bangalore University, Year 2011",Bangalore Rural,Retired Government officer,Not Given,Politics / Public Service,Cound't Classify,37.0,F,AIMEP,290,0.1796388639390466,SC,GfGcHC6g,2018,Postgraduate
652,Gauribidanur,G R Mohan Kumar,0.0,1054236.0,,"SSLC National High School, Hosuru, Gouribidanuru Taluk. Passed Yr 1983-84",Chikkaballapur,Letter Writter Agriculturist,Not Given,"Agriculture / Farming, Unknown",Cound't Classify,50.0,M,IND,325,0.1926839390525879,GEN,RimMVZwX,2018,Higher Secondary Education
653,Holalkere,G Shanthappa,0.0,2830000.0,250000.0,"MA,University Of Mysore In 2003",Chitradurga,Agriculture,Housewife,Agriculture / Farming,Education / Academia,39.0,M,IND,1015,0.5385015332703755,SC,8S5ABgCB,2018,Postgraduate
654,Hosakote,G Shrinivasa,0.0,552556.0,128377.0,B A 1994 BANGALORE UNIVERSITY,Bangalore Rural,WORKING AS PRODUCER IN PATRAKARTARA TANIKE,PRIVATE SCHOOL TEACHER,Media / Journalism,Education / Academia,53.0,M,AIMEP,142,0.0735480729886932,GEN,5dNh3GEj,2018,Graduate
655,Periyapatna,G Mahadeva,0.0,2220500.0,350000.0,"PUDS,GJC,PERIYAPATTANA-BATCH(1990)",Mysore,Agriculture Social Service,House Wife,"Social Work / Activism, Agriculture / Farming",Cound't Classify,49.0,M,RPSN,174,0.1117418890801202,GEN,amJ8herX,2018,Unknown
656,Gangawati,G Nagaraj,1.0,1413138.0,220000.0,"B.A. From Sri Ramulla College, Gangavathi-1996",Koppal,Social Service,SDC in High Court Govt job,Social Work / Activism,Politics / Public Service,44.0,M,CPM,1045,0.7095665872223694,GEN,PmdBzYYN,2018,Graduate
657,Bellary City,G Somasekhara Reddy,6.0,423066404.0,323465453.0,M.Com From Gulbarga University In 1988,Bellary,Business Agricultural,House Wife,"Business / Entrepreneurship, Agriculture / Farming",Cound't Classify,52.0,M,BJP,76589,50.63166454018391,GEN,hFicnsj6,2018,Postgraduate
658,Mulbagal,G Srinivas,0.0,2880000.0,300000.0,5th Std,Kolar,Mechanic,House Wife,Unknown,Cound't Classify,40.0,M,IND,223,0.135570551401301,SC,croBRKBU,2018,Primary Education
659,Gauribidanur,G N Ravi,0.0,899000.0,50000.0,10th Grade Acharya high School Gauribidanur Karnataka High School Educational Board Bangalore,Chikkaballapur,Agriculture,Housewife,Agriculture / Farming,Education / Academia,54.0,M,IND,234,0.1387324361178633,GEN,8tap5ph6,2018,Secondary Education
660,Kadur,G Yaradakere Y N Kantharaju,0.0,421300.0,,Has finished B.A 2nd year,Chikmagalur,Wage(Small farmer),No,Agriculture / Farming,Cound't Classify,45.0,M,IND,197,0.1233655628475527,GEN,XyE2Mhin,2018,Literate
661,Narasimharaja,G.B.Shivanna,0.0,1230000.0,,"7th Standard in Govt. High School, Arkere Shrirangapattana Taluk (1994-95).",Mysore,Agriculturist,Housewife,Agriculture / Farming,Education / Academia,35.0,M,IND,386,0.2384408685177749,GEN,ay8ZFwtQ,2018,Primary Education
662,Tiptur,G. Narayan,1.0,6930000.0,400000.0,4TH STANDARD,Tumkur,AGRICULTURE AND BUSINESS,BUSINESS AND HOUSEWIFE,"Agriculture / Farming, Business / Entrepreneurship","Business / Entrepreneurship, Not Given",40.0,M,IND,8689,5.732626953704864,GEN,JgAwR6GM,2018,Primary Education
663,Padmanaba Nagar,G T Gopal,0.0,25120000.0,,Muncipality High School Kanak pura,B.B.M.P(South),Business,Housewife,Business / Entrepreneurship,Education / Academia,44.0,M,IND,256,0.1584079996039799,GEN,CvLVCZcR,2018,Unknown
664,Arsikere,G.B.Shashidhara,0.0,12080000.0,1214854.0,"B.E(Mechanical),Malnad College of Engineering,Hassan,1994-95",Hassan,Agriculture,Not Given,Agriculture / Farming,Cound't Classify,49.0,M,INC,50297,29.080302268167603,GEN,5zJUapHu,2018,Graduate
665,Arsikere,G. Mariswamy,0.0,347837303.0,,SSLC from Nelamangala Government High School in 1979-80,Hassan,"Business, S.R.S. Wood Industries and Sawmill, Agriculturist",Business,"Business / Entrepreneurship, Agriculture / Farming",Business / Entrepreneurship,51.0,M,BJP,25258,14.603460935828725,GEN,KsGqTHsn,2018,Higher Secondary Education
666,Anekal,G. Srinivas,0.0,120000.0,400000.0,"MA,Mphil ,PHD",Bangalore Urban,Lecturer,housewife,Education / Academia,Not Given,38.0,M,BSP,2932,1.2877892804279747,SC,G2qZ6XzY,2018,Doctorate
667,Bommanahalli,G Venkatesh Bhovi,0.0,3730000.0,,SSLC OLD FORT HIGH SCHOOL CHAMRAJPET,B.B.M.P(South),"PRESS REPORTER,REAL ESTATE",HOUSE WIFE,"Media / Journalism, Construction / Real Estate",Not Given,57.0,M,SHS,150,0.0767224182906245,GEN,QiwbRxQt,2018,Higher Secondary Education
668,Tumkur City,G.B. Jyothiganesh,0.0,141552663.0,91102345.0,"B.E. From Mechanical Engineering, Siddaganga Institute of Technology Tumkur Bangalore University In 1996 Post Graduate Diploma In Management Sciences From Sri Dharmasthala Manjunatheshwara Institute From Management Development Mysore In 1999",Tumkur,Engineer,House Wife,Engineering / Technology,Cound't Classify,42.0,M,BJP,60421,35.56875511417488,GEN,NUocFpVQ,2018,Postgraduate
669,Srinivaspur,G.K.Venkatashivareddy,0.0,7000.0,,"10TH PASS SABARAMATHI HIGH SCHOOL SUGATUR VILLAGE, KOLAR Tq dist",Kolar,SOCIAL SERVICE,Not Given,Social Work / Activism,Cound't Classify,25.0,M,IND,837,0.45363886660741,GEN,V8Dfft6D,2018,Secondary Education
670,Gandhi Nagar,G. Krishna,2.0,3899000.0,,"SSLC SARVODAYA HIGH SCHOOL,DEVHALIIA PARK BANGLORE YEAR 1987",B.B.M.P(Central),BUSINESS,HOUSE WIFE,Business / Entrepreneurship,Not Given,48.0,M,AIMEP,163,0.1285235560812142,GEN,3pydXq7T,2018,Secondary Education
671,Rajarajeshwarinagar,G.H.Ramachandra,0.0,779846644.0,20635421.0,"Completed PUC in B.T.L Educational Trust, Guddadahalli(Mysore Road) Bengaluru (1984).",B.B.M.P(Central),AGRICULTURIST,AGRICULTURIST,Agriculture / Farming,Agriculture / Farming,55.0,M,JD(S),60360,23.537118925621765,GEN,aMhtg3wZ,2018,Higher Secondary Education
672,Melukote,G.M.Ramesh,0.0,80200.0,,"10th Pass, Govt. Primary School, Basaralu Village, Mandya",Mandya,Business,House Wife,Business / Entrepreneurship,Cound't Classify,47.0,M,KJP,85,0.0485811448003886,GEN,5jKMizLZ,2018,Secondary Education
673,Jagalur,G.N.Bheemappa,0.0,1070000.0,400000.0,Nalanda PU College Jagaluru,Davangere,Agriculture,Grama Panchayat Member,Agriculture / Farming,"Politics / Public Service, Social Work / Activism",43.0,M,IND,341,0.2298850574712644,ST,FcUFDWKd,2018,Higher Secondary Education
674,Jagalur,G.Kenchanagowda,1.0,1703000.0,180000.0,"MA M.Ed. From K.S.S. Educational University, Davangere",Davangere,Agriculture,Not Given,Agriculture / Farming,Cound't Classify,32.0,M,IND,273,0.1840428759227424,ST,6MHipYEY,2018,Postgraduate
675,Shimoga,G.Narasimhamurthy (Babanna),0.0,65462729.0,5700000.0,"LLB From CBR National Law College, Kuvempu University In 1997",Shimoga,Agricultural landlord,tailoring,Agriculture / Farming,Arts / Entertainment,47.0,M,IND,572,0.3318750942826972,GEN,4fDzA2oM,2018,Graduate
676,Pavagada,G.Muthyalappa,0.0,150000.0,,B A LLB,Tumkur,Advocate,House wife,Law / Judiciary,Not Given,50.0,M,LAD,796,0.4886103455260848,SC,hJvUJzJS,2018,Graduate
677,Holalkere,G.N.Paramesha,0.0,3126000.0,150000.0,Unknown,Chitradurga,Tailoring Work and Social Service,Housewife,"Education / Academia, Social Work / Activism",Education / Academia,50.0,M,INCP,191,0.1013337860636864,SC,j3cbNngg,2018,Unknown
678,Maddur,G.M.Madhu,0.0,118766000.0,1400000.0,BE.and MBA,Mandya,Private business,Share holder,Business / Entrepreneurship,Business / Entrepreneurship,54.0,M,INC,55209,32.08053691275168,GEN,k3pKFzpo,2018,Postgraduate
679,Ramanagaram,G.P.Shankaregowda,2.0,47000000.0,8950000.0,"B.A from nijjalingapa College Bangalore, LLB from V.V Puram College Bangalore Year2012",Ramanagaram,Lawyer and Agriculture,Business,"Law / Judiciary, Agriculture / Farming",Business / Entrepreneurship,37.0,M,IND,148,0.0862209586838487,GEN,kE6Kpqa4,2018,Graduate
680,Ramdurg,Gaibu Jainekhan,0.0,1374000.0,400000.0,SSLC BVV Trust Ramdurga -1980-81,Belgaum,Social Services,House Wife,Social Work / Activism,Cound't Classify,53.0,M,CPM,1516,1.001797420173398,GEN,PALfN3o4,2018,Secondary Education
681,Pavagada,G.V.Balaram,0.0,150370782.0,9494571.0,"MBA from Center for Executive Education, TAPAI Management Institute, Koramangala, Bengaluru in 2006, B.E. from STJIT Ranebennur in 1985",Tumkur,"Business, Agriculturist and Social Worker",Medical Profession,"Business / Entrepreneurship, Agriculture / Farming, Social Work / Activism",Medicine / Healthcare,55.0,M,BJP,14074,8.639072868007686,SC,oCYZLuTe,2018,Postgraduate
682,Gulbarga Rural,Ganapath Rao S O Kanakappa,0.0,100000.0,,"SSLC from Govt. High School, Shahabad in 1993",Gulbarga,Social Worker,House Hold,Social Work / Activism,Cound't Classify,40.0,M,SUCI,1044,0.6846126102495164,SC,8b2fhHrk,2018,Higher Secondary Education
683,Bhadravati,G.R.Praveen Patel,0.0,55454322.0,3350800.0,B.E in 2000 from BNCCE shivamoga- kuvempu university,Shimoga,Agriculture,house wife,Agriculture / Farming,Not Given,41.0,M,BJP,8974,5.870078559888015,GEN,iLKG32G2,2018,Graduate
684,Kampli,Gali Mallayya,0.0,6442000.0,,MARIBASAVANAGOUDA COLLEGE KURUGODU,Bellary,BUSINESS,HOUSEWIFE,Business / Entrepreneurship,Not Given,46.0,M,IND,846,0.5103764478764479,ST,BetkvquV,2018,Unknown
685,Ramdurg,Gadaraj Maruti Belur,0.0,1283000.0,171000.0,"SSLC in Dr.Ambedkar High School, Belagavi",Belgaum,Agriculturist,House Wife,Agriculture / Farming,Cound't Classify,37.0,M,IND,289,0.1909758934235567,GEN,RVXF2KW9,2018,Higher Secondary Education
686,Chintamani,G.S Shubhash,0.0,67000.0,,"Diploma From Government Polytechnic,Chintamani Town, Chikkaballapur Dist.",Chikkaballapur,Agriculturist,House Wife,Agriculture / Farming,Cound't Classify,31.0,M,IND,276,0.1526903373571294,GEN,cM9fnaAC,2018,Diploma Holder
687,Chitradurga,G.S. Nagaraja,0.0,627150.0,,"SSLC and Diploma in Co-Operation National University Bengaluru,GDC training center ,Shivamogha",Chitradurga,Agriculturist,House Wife,Agriculture / Farming,Cound't Classify,62.0,M,KSRKP,183,0.0966423388502202,GEN,6yn6ayxG,2018,Diploma Holder
688,Harapanahalli,Gadagi Gajendra,0.0,,,"2nd PUC in J.B.R College, Hadagali(2008).",Davangere,Agriculturist,No,Agriculture / Farming,Cound't Classify,32.0,M,IND,219,0.1300366952866151,GEN,fCyxQ9Cd,2018,Higher Secondary Education
689,Kagwad,Ganapati Bhutali Molekar,0.0,4310000.0,,"P.U.C From S.S.Arts and Science sankeshwara , Year-2003",Belgaum,Social Service and Journalists,Not Given,"Social Work / Activism, Media / Journalism",Cound't Classify,34.0,M,IND,784,0.5379627405907984,GEN,iAehVZeP,2018,Higher Secondary Education
690,Chitradurga,Ganesh,0.0,6000.0,,Unknown,Chitradurga,Social Worker,Housewife,Social Work / Activism,Education / Academia,53.0,M,IND,262,0.1383622556216267,GEN,Qk6krecD,2018,Unknown
691,Chamundeshwari,G.T.Devegowda,0.0,167760116.0,63941590.0,"8th Passed From Govt. High school Ilaval, Mysuru in 1966",Mysore,Agriculture,house wife,Agriculture / Farming,Not Given,68.0,M,JD(S),121325,53.62122839350666,GEN,Afju9MKs,2018,Primary Education
