,constituency,name,cases,assets,liabilities,education_category,education,district,self_profession,spouse_profession,self_profession_category,spouse_profession_category,age,gender,party,votes,percent_votes,constituency_category
908,Gulbarga Rural,Revasing Loku,0,36649856,,Secondary Education,VIIth From Govt. Primary School Belamagi,Gulbarga,Agriculturist,Household,Agriculture / Farming,Not Given,77,M,JD(S),29538,19.3698154037837,SC
909,Gulbarga Rural,Maruti Tukaram,5,1624446,337681,Graduates,"TDB holihigh school katak chincholi, Govt degree university mahangavi, SB college gulbarga university gulbarga, in 1976",Gulbarga,social worker,house wife,Social Work / Activism,Not Given,61,M,CPM,3491,2.28925538542247,SC
910,Gulbarga Rural,Girish Bailappa Kambanavar,1,3962000,1815000,Higher Secondary Education,"2nd PUC, From Adarsha PU College, Year 2011, Adarsha Nagar, Kalaburgi",Gulbarga,Agriculture and Social Work,Housewife,"Agriculture / Farming, Social Work / Activism",Education / Academia,38,M,IND,2129,1.39611134791304,SC
911,Gulbarga Rural,NOTA,,,,,,,,,,,,,NOTA,1612,1.05708383881438,SC
912,Gulbarga Rural,Ganapath Rao S O Kanakappa,0,100000,,Secondary Education,"SSLC from Govt. High School, Shahabad in 1993",Gulbarga,Social Worker,House Hold,Social Work / Activism,Cound't Classify,40,M,SUCI,1044,0.684612610249516,SC
913,Gulbarga Rural,Sujata Ramanna,0,185000,,Graduates,"B.A. LLB From Bharat Education Society Law College, Jaya Nagar IV Block Bangalore in 2013",Gulbarga,Advocate,Not Given,Law / Judiciary,Cound't Classify,39,F,AIMEP,798,0.523295845765435,SC
914,Gulbarga Rural,Vijay Jadhav,0,100000,,Secondary Education,"8th Std, From Arya Samaj Putani Galli Super Market, Gulbarga, Year-2001",Gulbarga,Social Worker,Not Given,Social Work / Activism,Cound't Classify,31,M,IND,593,0.388865208695367,SC
915,Gulbarga Rural,Shivasharanappa Marutirao,0,302000,,Higher Secondary Education,"2nd PUC from Mahantama Patil Independent PU College Commerce Science University Afzalpura Gulbarga, Year1998",Gulbarga,Lawyer,Housewife,Law / Judiciary,Education / Academia,43,M,IND,541,0.354765730023935,SC
916,Gulbarga Rural,Ramesh Bhimsingh,0,1182000,,Postgraduates,"M.A.B.Ed. Gulbarga University, Kalburgi",Gulbarga,Social Services,Not Given,Social Work / Activism,Cound't Classify,33,M,IND,482,0.316075936915964,SC
917,Gulbarga Rural,Shankar Jadhav,0,14560000,,Postgraduates,"M.A., Gulbarga University, Kalaburgi, Year-2018",Gulbarga,Agriculture,Housewife,Agriculture / Farming,Education / Academia,56,M,BHPP,436,0.285911013475851,SC
918,Gulbarga Rural,Manjunath Annappa,0,77000,,Diploma Holders,Diploma,Gulbarga,Private Employee,Not Given,Business / Entrepreneurship,Cound't Classify,35,M,IND,394,0.258369126856618,SC
919,Gulbarga Rural,Bharata Kumar D Kumsi,0,520000,,Vocational Training,ITI from Govt ITIm Gulbarga,Gulbarga,Social Work and Private work,Not Given,"Social Work / Activism, Business / Entrepreneurship",Cound't Classify,29,M,IND,323,0.211810223286009,SC
920,Gulbarga Uttar,Kaneez Fatima,0,173654000,1117800,Graduates,Pre University studied at Nampally Junior College Hyderabad,Gulbarga,Business and Educationist,Not Given,"Business / Entrepreneurship, Education / Academia",Cound't Classify,58,F,INC,64311,43.2919112499326,GEN
921,Gulbarga Uttar,Chandrakant,0,412877670,,Graduates,B.A IN THE YEAR 2015-16 OF GUG,Gulbarga,BUSINESS,HOUSEWIFE,Business / Entrepreneurship,Not Given,37,M,BJP,58371,39.2933114330335,GEN
922,Gulbarga Uttar,Nasir Hussain,0,7585594,14970731,Graduates,B.E. (I.P) At Khaja Bande-Nawaj Education Society From Gulbarga University Gulbarga,Gulbarga,Business,Teacher in Higher Primary School at Chowdapur TQ Afzlpur Dist Gulbarga,Business / Entrepreneurship,Education / Academia,41,M,JD(S),14422,9.70838494264634,GEN
923,Gulbarga Uttar,Wahaj Baba Alias Mohammed Qiwamuddin Junaidi,5,10621853,600000,Postgraduates,"LLB From SSL Law College, Kalaburagi Gulbarga University in 2009, B.Com From National Degree College Kalaburagi Gulbarga University Kalaburagi in 2006",Gulbarga,Social Activist Agriculturist,House Hold,"Social Work / Activism, Agriculture / Farming",Cound't Classify,34,M,IND,7166,4.82390004846787,GEN
924,Gulbarga Uttar,NOTA,,,,,,,,,,,,,NOTA,1116,0.751252086811352,GEN
925,Gulbarga Uttar,Mohammed Mohsin,6,69000,,Diploma Holders,"Diploma From K.C.T. Polytechnic College Kalaburagi ,Year-2008",Gulbarga,Private Civil Contractor and Social Service,House Wife,"Construction / Real Estate, Social Work / Activism",Cound't Classify,41,M,SDPI,797,0.536512467014917,GEN
926,Gulbarga Uttar,Mohd Shafee Khasim Patel,0,20000,,Secondary Education,Xth class pass from Govt. High School Mominpur Gulbarga in 1995-96,Gulbarga,Labour,Household,Cound't Classify,Not Given,36,M,IND,675,0.454386342829446,GEN
927,Gulbarga Uttar,Syed Imran Syed Abdul Raheman,0,40000,,Secondary Education,"9th Standard Pass From Defodils school Darga Road, Gulbarga",Gulbarga,Labour,Hoosehold,Cound't Classify,Not Given,27,M,IND,450,0.302924228552964,GEN
928,Gulbarga Uttar,Sanjeevkumar Karikal,1,12981739,10946244,Postgraduates,Master Of Business Administration M.B.A. Post Graduation From Gulbarga University Gulbarga In The Year 1999,Gulbarga,Business,House Wife,Business / Entrepreneurship,Cound't Classify,42,M,AAAP,198,0.133286660563304,GEN
929,Gulbarga Uttar,Abdul Hameed Dabur,0,6485000,,Higher Secondary Education,"PUC From S.B Pre-University College,Gulbarga,Year-1967",Gulbarga,Business,Home Maker,Business / Entrepreneurship,Not Given,68,M,ABML(S),188,0.126555011039905,GEN
930,Gulbarga Uttar,Shamala M Udnoor,0,21040000,450000,Secondary Education,S.S.L.C. Kalaburagi In The Year-1988,Gulbarga,House wife,Retired Employee,Not Given,Not Given,46,F,INCP,174,0.117130701707146,GEN
931,Gulbarga Uttar,Sakina Patel,0,541000,40000,Graduates,PUC-2. 5-Course LLB In Siddartha Law College Gulbarga In the year 2006-07,Gulbarga,Advocate,Dada Patel Residing at Soudi,Law / Judiciary,Cound't Classify,42,F,AIMEP,160,0.107706392374387,GEN
932,Gulbarga Uttar,S. M. Jalaluddin,0,8000000,,Postgraduates,B.E LL.B Bachaloer of Law from Siddartha Law college Gulbarga University In the Year 2003,Gulbarga,Advocate,Not Given,Law / Judiciary,Cound't Classify,49,M,IND,151,0.101647907803328,GEN
933,Gulbarga Uttar,Prakash,0,52000,,Diploma Holders,"Has done diploma (civil) in N.E.S Polytechnic, Gulbarga (Kalaburgi).",Gulbarga,Not Given,Not Given,Cound't Classify,Cound't Classify,30,M,BBKD,149,0.100301577898648,GEN
934,Gulbarga Uttar,Rukum Shah,1,20000,,Unknown,"Primary school,Education Discontinued, In The year 1985",Gulbarga,Labour,Not Given,Cound't Classify,Cound't Classify,39,M,AIUC,121,0.0814529592331305,GEN
935,Gulbarga Uttar,Abdul Baseer,0,310000,,Secondary Education,High School,Gulbarga,Institute,Assistant Teacher,Education / Academia,Education / Academia,48,M,IND,103,0.0693359900910119,GEN
936,Gundlupet,C S Niranjan Kumar,1,49650000,19685341,Graduates,"B com, Maharaja Degree College ,Mysore",Chamarajnagar,Agriculturalist,Housewife,Agriculture / Farming,Education / Academia,44,M,BJP,94151,51.4762003695968,GEN
937,Gundlupet,M C Mohan Kumari Uruf Geetha,0,98715469,11812347,Doctorates,"MA FROM MYSORE UNIVERSITY IN 1991,PhD IN PSYCHOLOGY IN THE YEAR 2013",Chamarajnagar,AGRICULTURIST,Not Given,Agriculture / Farming,Cound't Classify,57,F,INC,77467,42.3543755672436,GEN
938,Gundlupet,S Guruprasad,0,15080000,7000000,Secondary Education,S S L C GNANA GANGOTHRI MYSORE IN 1996,Chamarajnagar,Agriculture,House Wife,Agriculture / Farming,Cound't Classify,36,M,BSP,6412,3.50570250735366,GEN
939,Gundlupet,Kantharaja C G,1,4866000,890000,Graduates,BA LLB AT MAHAJANA LAW COLLEGE MYSORE,Chamarajnagar,AGRICULTURIST,Not Given,Agriculture / Farming,Cound't Classify,35,M,PPRP,1419,0.77582530535478,GEN
940,Gundlupet,NOTA,,,,,,,,,,,,,NOTA,1231,0.67303802036063,GEN
941,Gundlupet,A G Ramachandra Rao,0,5805000,1500000,Graduates,"B.A FROM BANMAHHIA COLLEGE ,MYSORE,MYSORE UNIVERSITY",Chamarajnagar,BUSINESS,Not Given,Business / Entrepreneurship,Cound't Classify,61,M,AIMEP,857,0.468556932127587,GEN
942,Gundlupet,B C Shekar Raju,0,2350000,550000,Secondary Education,SSLC in srimathi kenmpamma devi high school kabbahalli in 1990,Chamarajnagar,Agriculture,Not Given,Agriculture / Farming,Cound't Classify,45,M,IND,717,0.392013209259603,GEN
943,Gundlupet,Bellasetty Siddaiah,,,,,,,,,,,62,M,IND,648,0.354288088703239,GEN
944,Gurmitkal,Nagangouda,2,23847435,5545562,Graduates,"B A Graduate Karnatak University Darwad, Year-1972-73",Yadgir,Social Work and Agriculture,House wife,"Social Work / Activism, Agriculture / Farming",Not Given,72,M,JD(S),79627,52.3951465382236,GEN
945,Gurmitkal,Baburao Chinchansur,3,48706771,5681681,Postgraduates,MA FROM MYSORE UNIVERSITY (CORRESPONDING),Yadgir,Not Given,Not Given,Cound't Classify,Cound't Classify,68,M,INC,55147,36.2871280613789,GEN
946,Gurmitkal,Sayibanna,0,71986301,6299939,Diploma Holders,SSLC From Govt High School Gulbarga Diploma From Engineering Govt Political College Gulbarga,Yadgir,Business,Business,Business / Entrepreneurship,Business / Entrepreneurship,57,M,BJP,8995,5.91877558003342,GEN
947,Gurmitkal,NOTA,,,,,,,,,,,,,NOTA,2418,1.59106162896284,GEN
948,Gurmitkal,Chandrashekar,0,1300000,,Secondary Education,10TH FROM GOVT PRE-UNIVERSITY COLLEGE YADGIR YEAR 2002,Yadgir,AGRICULTURE AND SOCIAL SERVICE,Not Given,"Agriculture / Farming, Social Work / Activism",Cound't Classify,32,M,INCP,1392,0.915946148683327,GEN
949,Gurmitkal,K. Somashekar,0,676500,,Graduates,B.A. II Govt Degree College Yadgir 1988-89,Yadgir,Social Worker,Social Worker,Social Work / Activism,Social Work / Activism,52,M,SUCI,1272,0.836985273796833,GEN
950,Gurmitkal,Satyanarayana Yadav,0,1450000,1000000,Unknown,Unknown,Yadgir,Farming,Not Given,Agriculture / Farming,Cound't Classify,59,M,SP,584,0.384276257780936,GEN
951,Gurmitkal,Ashok,0,400000,,Secondary Education,10th FROM JAWARA EDUCATIONAL SOCIETY YEAR 2008,Yadgir,Agriculture and Social Service,Not Given,"Agriculture / Farming, Social Work / Activism",Cound't Classify,28,M,NAC,569,0.374406148420124,GEN
952,Gurmitkal,Babankumar,0,3120000,,Unknown,Unknown,Yadgir,Business,Business,Business / Entrepreneurship,Business / Entrepreneurship,37,M,BBKD,543,0.357297958861384,GEN
953,Gurmitkal,Venkatesh,0,1292000,1800000,Secondary Education,SSLC from Jawahar Education Trust Year 2005,Yadgir,AGRICULTURE AND SOCIAL SERVICE,Housewife,"Agriculture / Farming, Social Work / Activism",Education / Academia,30,M,DRAPP,427,0.280969113137773,GEN
954,Gurmitkal,Jafar Hussain,,,,,,,,,,,30,M,AIMEP,386,0.253990814218221,GEN
955,Gurmitkal,Bhaskar,0,614000,350000,Diploma Holders,Diploma Of Nursing St Theresa School of Nursing Year 2001,Yadgir,AGRICULTURE AND SOCIAL SERVICE,Housewife,"Agriculture / Farming, Social Work / Activism",Education / Academia,28,M,BPKP,333,0.21911642781002,GEN
956,Gurmitkal,Papanna,0,115000,,Non-Traditional Education,B.PAD FROM B SHAM SUNDHAR BPAD COLLAGE GULBRGA,Yadgir,Agriculture,House wife,Agriculture / Farming,Not Given,31,M,HJP,281,0.184900048692539,GEN
957,Hadagalli,Parameswara Naik P T,1,137098919,48022350,Higher Secondary Education,"PUC From ARG College, Davanagere, Year 1982-84",Bellary,Agriculture,Agriculture,Agriculture / Farming,Agriculture / Farming,54,M,INC,54097,38.6459590944485,SC
958,Hadagalli,Odo Gangappa,1,37643994,5101200,Diploma Holders,"B.D.E FROM ENGINEERING COLLEGE, DAVANAGERE, AND PUC FROM G.CHANNAPPA PRE UNIVERSITY COLLEGE , ANAGODU",Bellary,AGRICULTURIST AND RETIRED EMPLOYEE,AGRICULTURIST,"Agriculture / Farming, Politics / Public Service",Agriculture / Farming,61,M,IND,44919,32.0893549838906,SC
959,Hadagalli,Chandranaik.B,0,27289293,300000,Secondary Education,"5th Pass, Govt High School, Varakanahalli., Hoovinahadagali tq, Bellari Dist.,",Bellary,Agriculture,Agriculture,Agriculture / Farming,Agriculture / Farming,57,M,BJP,28255,20.1848822340174,SC
960,Hadagalli,Kayannanavara Putrappa,0,3227000,,Secondary Education,SSLC DHAVANAGERE ENGLISH MEDIUM HIGHSCHOOL HOOVINHADALAGI TALUK BELLARY,Bellary,AGRICULTURE,Not Given,Agriculture / Farming,Cound't Classify,32,M,JD(S),8327,5.9486644616055,SC
961,Hadagalli,NOTA,,,,,,,,,,,,,NOTA,2025,1.44662489909344,SC
962,Hadagalli,Lambani Krishna Naik,0,724596,26000,Graduates,"Anutheerna,KVSR college batch-1998-99",Bellary,Agriculturist,Housewife,Agriculture / Farming,Education / Academia,40,M,AIMEP,1534,1.09586300997992,SC
963,Hadagalli,Harish Kumar V,1,6305000,2550000,Graduates,"BE,Hubbali,Karnataka university ,dharvaada 1990-91",Bellary,agriculturist,housewife,Agriculture / Farming,Not Given,54,M,KPJP,824,0.588651316964445,SC
964,Hagaribommanahalli,Bheema Naik L B P,1,93442000,31652469,Literate,8th Pass From Valmiki High School Hosapet Bellary 1988,Bellary,Farmer Ex-MLA,Agriculture,"Agriculture / Farming, Politics / Public Service",Agriculture / Farming,43,M,INC,78337,44.4601466548616,SC
965,Hagaribommanahalli,Nemarajanaik K,0,29891206,13900000,Graduates,B.A. AT MAGADH UNIVERSITY PATNA IN THE YEAR APRIL-2006,Bellary,AGRICULTURIST,HOUSE WIFE,Agriculture / Farming,Not Given,46,M,BJP,71105,40.3556266884605,SC
966,Hagaribommanahalli,Parameshwara L,0,2067305,,Diploma Holders,"SSLC, YEAR-1975-76 DIPLOMA IN AUTOMOBILE ENGG. IN THE YEAR 1982",Bellary,RETIRED,HOUSE WIFE,Cound't Classify,Not Given,60,M,IND,17058,9.6812640468569,SC
967,Hagaribommanahalli,S Krishnanaik,0,4556628,900000,Higher Secondary Education,PUC IN GOVERNMENT FIRST GRADE COLLEGE MARIAMMANAHALLI IN 1989-90,Bellary,Agriculture,House Wife,Agriculture / Farming,Cound't Classify,47,M,JD(S),5100,2.89450384798746,SC
968,Hagaribommanahalli,Malamma,0,1538600,,Primary Education,5th pass,Bellary,Wage,Agriculture,Unknown,Agriculture / Farming,43,F,CPM,1493,0.847351812753978,SC
969,Hagaribommanahalli,NOTA,,,,,,,,,,,,,NOTA,1345,0.76335444618493,SC
970,Hagaribommanahalli,Ajjaiah.H,0,454500,1395000,Graduates,"BA, LLB HCBPD COLLEGE JAGALUR 1995-96",Bellary,Agriculture,House Wife,Agriculture / Farming,Cound't Classify,47,M,AIMEP,675,0.383096097527753,SC
971,Hagaribommanahalli,V.Hanumanthappa,0,1300000,500000,Secondary Education,S S L C FROM SHREEBASAWESHWARA RURAL HIGHSCHOOL THORANAGALLU,Bellary,BUSINESS,House Wife,Business / Entrepreneurship,Cound't Classify,63,M,AIFB,521,0.295693432314013,SC
972,Hagaribommanahalli,Santhosh,0,6500,,Graduates,"Kuvempu university ,completed 2011",Bellary,agriculturist,Not Given,Agriculture / Farming,Cound't Classify,29,M,CPI(ML)(L),305,0.173102681105132,SC
973,Hagaribommanahalli,C.H.Lingappa Chaluvadi,0,50955,,Secondary Education,SSLC,Bellary,Agriculture,Housewife,Agriculture / Farming,Education / Academia,42,M,RPI,257,0.145860291947603,SC
974,Haliyal,Deshpande Raghunath Vishwanath,0,2151593731,159007197,Doctorates,"L.L.B. Shiva ji University , 1970, B.A.(Hons.) Karnatka University 1967.",Uttara Kannada,Social Worker,Investor,Social Work / Activism,Business / Entrepreneurship,71,M,INC,61577,46.4084108979914,GEN
975,Haliyal,Sunil Venkatesh Hegade,5,23259420,8512013,Graduates,"B.E. MECHANICAL (2 SEM INCOMPLETE ) FROM B.V.B COLLEGE, HUBBALLI, YEAR-1985, AND P.U.C COMPLETED FROM BANGOORA CITY DANDELI P.U COLLEGE, YEAR- 1983",Uttara Kannada,"OWN SOCIAL SERVICE PARTNERSHIP,MADRAN STOSE,RICE MILL, GAJANANA COMMERCIAL AND CONSTRUCTION ,","OWN SOCIAL SERVICE PARTNERSHIP,MADRAN STOSE,RICE MILL, GAJANANA COMMERCIAL AND CONSTRUCTION ,",Social Work / Activism,Social Work / Activism,53,M,BJP,56437,42.5345743678637,GEN
976,Haliyal,Ramesh K R,0,48452515,,Graduates,BSc in Madras University Channai at in the Year of April 2001,Uttara Kannada,Agriculture and Business,House Wife,"Agriculture / Farming, Business / Entrepreneurship",Cound't Classify,47,M,JD(S),7209,5.43316878320835,GEN
977,Haliyal,T. R. Chandrashekhar Nair,0,35385211,300000,Higher Secondary Education,"XI th , From Vivekananad High School Pullad Kerla",Uttara Kannada,Civil Contractor,Not Given,Construction / Real Estate,Cound't Classify,76,M,IND,2629,1.98138448204393,GEN
978,Haliyal,NOTA,,,,,,,,,,,,,NOTA,1277,0.962429814975317,GEN
979,Haliyal,Yamuna Sadanand Gaonkar,0,5047422,157532,Postgraduates,"LLB from B.G.V.S Law College, Sadashivagad, Karwar in the year 1996-1999, PG Diploma at Kannada University Hampi, Hospete, Bellary 2009-10",Uttara Kannada,"Social Worker, Trade unionist",Assistant Professor,Social Work / Activism,Education / Academia,43,F,CPM,1127,0.84938011078871,GEN
980,Haliyal,Kakkeri Badesab Hussainsab,4,160000,198000,Secondary Education,S.S.L.C,Uttara Kannada,Business,Anganwadi assistant,Business / Entrepreneurship,"Social Work / Activism, Not Given",44,M,AIMEP,913,0.68809586614915,GEN
981,Haliyal,Jahangir Baba Khan,0,180000,30000,Higher Secondary Education,11th from Shri Vivekanand Highschool Pullad Kerala,Uttara Kannada,Painting,House wife,Arts / Entertainment,Not Given,57,M,INCP,559,0.421298564268756,GEN
982,Haliyal,Shankar Basavant Fakri,0,212500,,Secondary Education,S.S.L.C,Uttara Kannada,Labour,House wife,Cound't Classify,Not Given,29,M,SHS,546,0.41150092323925,GEN
983,Haliyal,Eliyas Kati,0,85000,25000,Higher Secondary Education,"PUC 2nd year, Janata Vidyalaya Composite Pre-university College Dandeli",Uttara Kannada,Contractor,Not Given,Consulting / Advisory,Cound't Classify,42,M,IND,411,0.309756189471304,GEN
984,Hangal,Channabasappa Mahalingappa Udasi,0,40094000,,Primary Education,"8th pass, New english school, hangal 1953",Haveri,Agriculture,House Wife,Agriculture / Farming,Cound't Classify,81,M,BJP,80529,49.1039470234211,GEN
985,Hangal,Srinivas Vishnurav Mane,0,60428031,5795000,Graduates,"B.COM. JANARDHAN RAMNAGAR RAJASTHAN UNIVERSITY, UDAYPURA, RAJASTHAN, 2007",Haveri,"DIRECTOR, BTM INVESTMENTS PVT LTD","DIRECTOR, BTM INVESTMENT PVT LTD",Business / Entrepreneurship,Business / Entrepreneurship,43,M,INC,74015,45.1319231449355,GEN
986,Hangal,Chandrappa Jalagar,0,9479301,1049322,Postgraduates,MSc March 2009 Kuvempu University Shivmogga,Haveri,Retired Teacher And Agriculture,Teacher,"Education / Academia, Agriculture / Farming",Education / Academia,44,M,IND,4263,2.5994377945938,GEN
987,Hangal,Hanumantappa Channabasappa Talavar,1,1972400,,Primary Education,6TH STANDARD FROM GOVT. HIGHER PRIMARY SCHOOL ARALESHWARA PASSED IN THE YEAR 1971-72,Haveri,AGRICULTURIST,HOUSE WIFE,Agriculture / Farming,Not Given,59,M,IND,1176,0.717086288163807,GEN
988,Hangal,Bommanahalli Babu (P.S Ayub),7,164778093,15598845,Graduates,"BA (Polytical Science) From CH Charana Singh University, Year-2015",Haveri,Business Head At Attica Gold Company,"Whole Time Director, Propriter At Attica Gold",Business / Entrepreneurship,Business / Entrepreneurship,44,M,JD(S),1028,0.626840734891492,GEN
989,Hangal,Udachappa Basavanneppa Uddanakal,1,558710,407000,Technical/Professional Courses,Government ITI College Akilluru Year 2002 Jult,Haveri,self employee Business,housewife,Business / Entrepreneurship,Not Given,32,M,IND,839,0.511594724293737,GEN
990,Hangal,NOTA,,,,,,,,,,,,,NOTA,731,0.44573986109502,GEN
991,Hangal,Akkivalli Honnappa Hanamantappa,0,18705199,640000,Graduates,BA From MM Arts And Commerce College Sirasa Year 1975-76,Haveri,Agriculture,House Wife,Agriculture / Farming,Cound't Classify,68,M,IND,508,0.309761763934706,GEN
992,Hangal,Mahaboobali Saggumanavar,0,2923789,120000,Secondary Education,Shri Jagadguru Murgappa Rajendra Vidya Peeta from 2006-07,Haveri,Self Employee Business,Not Given,Business / Entrepreneurship,Cound't Classify,31,M,IND,311,0.189637615322231,GEN
993,Hangal,Siddappa Kallappa Pujar,0,40500,,Secondary Education,"EDUCATION- S.S.L.C , UNIVERSITY- K.S .S.E.B,YEAR -2006",Haveri,Labour,Not Given,Cound't Classify,Cound't Classify,36,M,IND,267,0.162807856241272,GEN
