,constituency,name,party,age,cases,assets,liabilities,education_category,education,district,self_profession,spouse_profession,self_profession_category,spouse_profession_category
539,Devar Hippargi,Dharmappa Chandappa Natikar,IND,62.0,0.0,33102000.0,1200000.0,Graduates,"BE Civil In Year-1980 From Basaveshwar Engineering College, Bagalkot",Bijapur,Retired Employee,Housewife,Not Given,Education / Academia
540,Kumta,Dinakar Keshav Shetty,BJP,60.0,3.0,34793000.0,3596000.0,Higher Secondary Education,"PU in commerce, Dr.A V baliga commerce collage kumta.1975",Uttara Kannada,Wood merchant,Housewife,Construction / Real Estate,Education / Academia
541,Aurad,Dilipkumar,Sarva Janata Party,46.0,0.0,3100000.0,,Postgraduates,M.A. From B.D BANGALORE In 2015,Bidar,BUSINESS,HOUSEWIFE,Business / Entrepreneurship,Not Given
542,Gubbi,Dileep Kumar K U,IND,27.0,0.0,407635.0,,Higher Secondary Education,"12th Pass, Mahatma Gandhi PU Collage, Kunigal, Tumkur Dist. Year 2010",Tumkur,Business,Not Given,Business / Entrepreneurship,Cound't Classify
543,Ranibennur,Dillepppa Kenchappa Hittalamani,JD(U),54.0,0.0,24225000.0,6200000.0,Higher Secondary Education,PUC,Haveri,BUSINESS ANS AGRICULTURE,HOUSEWIFE,"Business / Entrepreneurship, Agriculture / Farming",Not Given
544,Nelamangala,Dinesh Kumar,IND,31.0,0.0,2100000.0,774100.0,Secondary Education,"SSLC (Fail) From K.N.Geeta High School, Kanthiravanagar, Bangalore Year 2003-04",Bangalore Rural,Business,House wife,Business / Entrepreneurship,Not Given
545,Saundatti Yellamma,Doddagouda Fakeeragouda Patil,JD(S),59.0,0.0,190789752.0,1438210.0,Primary Education,2nd standard,Belgaum,Agriculture and business,business and house wife,"Business / Entrepreneurship, Agriculture / Farming","Business / Entrepreneurship, Social Work / Activism"
546,Kittur,Doddagoudar Mahantesh Basavantaray,BJP,44.0,0.0,31106254.0,590000.0,Graduates,"B.A., LLB in 1997-98 from R.L. College Belagavi",Belgaum,Lawyer Farmer,Parternship Business,"Law / Judiciary, Agriculture / Farming",Business / Entrepreneurship
547,Bommanahalli,Dilip Kumar,IND,26.0,0.0,1000.0,,Secondary Education,"S.S.L.C. From Vidyajoythi High School, Hongasandra, Bangalore, In the Year-April 2007",B.B.M.P(South),Employee and Social Service,Not Given,Social Work / Activism,Cound't Classify
548,Hungund,Doddanagouda G Patil,BJP,61.0,6.0,182663260.0,38025409.0,Higher Secondary Education,PUC 1977-78 St josef colleg banglore,Bagalkot,"business, agriculture",Housewife,"Business / Entrepreneurship, Agriculture / Farming",Education / Academia
549,Gandhi Nagar,Dinesh Gundu Rao,INC,48.0,0.0,271611000.0,11564000.0,Graduates,B.E.(E C) In 1992 From BMC College Bangalore,B.B.M.P(Central),MLA,House wife,Politics / Public Service,Not Given
550,Kagwad,Divakar Ramachandra Potadar,Sarva Janata Party,44.0,0.0,5445000.0,600000.0,Graduates,"B.A GRADUATE FROM SHIVANANDA COLLEGE, KAGWAD, YEAR-1992",Belgaum,AGRICULTURIST AND SOCIAL SERVICE,HOUSE WIFE,"Agriculture / Farming, Social Work / Activism",Not Given
551,Siruguppa,Dodda Yallappa,All India Mahila Empowerment Party,31.0,0.0,1334300.0,400000.0,Postgraduates,"M.B.A (Accounts Marketing), Bangalore University,Bangalore-2010",Bellary,Market Executive in Sri ram city union finance.,"Information adviser, Women Children welfare Deparment",Banking / Finance,"Politics / Public Service, Social Work / Activism"
552,Nanjangud,Doddaswamy,Ambedkarite Party of India,41.0,0.0,1272856.0,250000.0,Graduates,"B.Com,Maharaja college ,Mysore University ,Batch -2000",Mysore,Auditor and Tax Consultant,House Wife,Consulting / Advisory,Cound't Classify
553,Jevargi,Doddappagowda,BJP,46.0,0.0,31861877.0,2157000.0,Higher Secondary Education,PUC studied from Sri. Sharanabasaveshwar College of Commerce Kalburagi during the year 1989-90,Gulbarga,Agriculturist,Household,Agriculture / Farming,Not Given
554,Dasarahalli,Dominic Savio G,Kannada Paksha,38.0,0.0,150000.0,,Postgraduates,M COM Mysore University,Bangalore Urban,karate master,House wife,Sports / Athletics,Not Given
555,Kushtagi,Doddanagouda Hanamagouda Patil,BJP,45.0,1.0,19036490.0,6161136.0,Higher Secondary Education,"PUC From Govt. P.U. College, Kushtagi,Year1991-92",Koppal,Agriculture,Housewife,Agriculture / Farming,Education / Academia
556,Bijapur City,Dondiba Ramu Rathod,IND,47.0,0.0,1738399.0,76000.0,Primary Education,7th pass Government High School,Bijapur,Agriculture,HOUSE WIFE,Agriculture / Farming,Not Given
557,Badami,Dongrisab Lalsab Nadaf,Indian New Congress Party,40.0,0.0,725000.0,,Diploma Holders,Diploma in Civil Engineering from shree basaveshwar Polytechnic Bagalkot -2002,Bagalkot,Private business,House Wife,Business / Entrepreneurship,Cound't Classify
558,Chickpet,Dr D.Hemachandra Sagar,JD(S),64.0,0.0,1915018000.0,,Doctorates,"MBBS, MS from Gulbarga University in 1983",B.B.M.P(Central),Doctor,House Wife Business,Medicine / Healthcare,Business / Entrepreneurship
559,Yadgir,Dr Devanand Koli,Hindustan Janta Party,49.0,0.0,195000.0,,Technical/Professional Courses,"PUC,RMP,Advance Medical Training centre,Madras,1991",Yadgir,Medical Career,Not Given,Medicine / Healthcare,Cound't Classify
560,Mandya,Dr S C Shankaregowda,IND,63.0,0.0,11060001.0,,Postgraduates,"MBBS AND DVD KASTURIB MEDICAL MANGALUR,MYSORE UNIVERSITY 1974-1979",Mandya,BUSINESS AND DOCTOR,HOUSE WIFE,"Business / Entrepreneurship, Medicine / Healthcare",Not Given
561,Gandhi Nagar,Dr Dinesh Kumar A,IND,39.0,0.0,19590000.0,9000000.0,Doctorates,MD MEDICINE 2006-09 IN MS RAMIAYYA MEDICAL COLEGE AND DM NEPHROLOGY 2011-2014 MS RAMAIAH MEDICAL COLLEGE BANGALORE,B.B.M.P(Central),DOCTOR,DOCTOR,Medicine / Healthcare,Medicine / Healthcare
562,Nelamangala,Dr Shivaraja,KPJP,42.0,0.0,726557.0,404169.0,Doctorates,"MA, B.ed , PhD",Bangalore Rural,Social Service,Not Given,Social Work / Activism,Cound't Classify
563,Yemkanmardi,Dr Yalagund Basanaik Naik,Karnataka Jantha Paksha,44.0,0.0,620000.0,,Secondary Education,"SSLC from Fattekhan Desai High School, Pachanpur, Tal. Hukkeri, Dist. Belagavi in 1998, Ayurvedic Doctor-RMP",Belgaum,Self Employed,Not Given,Business / Entrepreneurship,Cound't Classify
564,Nelamangala,Dr K Sreenivasamurthy,JD(S),56.0,0.0,69167802.0,7201000.0,Doctorates,MBBS From Gulbarga University 1980-1987,Bangalore Rural,Pension Holder Agriculturist,Government Lecture,"Education / Academia, Agriculture / Farming",Education / Academia
565,Bidar South,Dr Shailendra Beldale,BJP,44.0,1.0,36112000.0,10968887.0,Illiterate,7th pass,Bidar,vendor service and tenacity,vendor service and tenacity,Business / Entrepreneurship,Business / Entrepreneurship
566,Srinivaspur,Dr Venu Gopal K N,BJP,46.0,0.0,32245035.0,3500000.0,Doctorates,M.B.B.S. M.S (General Surgery) at Rajiv Gandhi University of Health Science in 2001,Kolar,Doctor Agriculturist,Doctor Agriculturist,"Medicine / Healthcare, Agriculture / Farming","Medicine / Healthcare, Agriculture / Farming"
567,Govindraj Nagar,Dr K S Gangadhara,SUCI(C),58.0,0.0,1645108.0,,Graduates,BAMS from CEM Bengaluru University,B.B.M.P(South),"Practicing Doctor, Vivek Clinic, Viveknagar, Bangalore-47","Sanskrit Lecturer, Sheshadripuram College Bangalore 21",Medicine / Healthcare,Education / Academia
568,Manvi,Dr Preeti Methre,IND,26.0,0.0,26840033.0,15383333.0,Postgraduates,Bachelor of Ayurved Medicine Surgery From D.G.M. Ayurvedic Medical College And Hospital In 2016,Raichur,Doctor,Civil Contractor,Medicine / Healthcare,Construction / Real Estate
569,Chintamani,Dr S Rachana,IND,40.0,1.0,17633496.0,38558.0,Postgraduates,B.U.M.S LLB (Lawyer),Chikkaballapur,"Doctor, Lawyer",Lawyer,"Medicine / Healthcare, Law / Judiciary",Law / Judiciary
570,Rajarajeshwarinagar,Dr K A Mohan,Kamarajar Deseeya Congress,61.0,0.0,1733000.0,,Primary Education,6TH PASS,B.B.M.P(Central),CIVIL WORK MASTERY,Not Given,Construction / Real Estate,Cound't Classify
571,Hebbal,Dr P K Velladurai,IND,37.0,0.0,598000.0,,Unknown,BBA tamil medium disscontinued,B.B.M.P(North),Carpenters work master,Not Given,Unknown,Cound't Classify
572,Malleshwaram,Dr. Ashwath Narayan.C.N.,BJP,50.0,1.0,215017344.0,11319033.0,Postgraduates,"M.B.B.S., Kasturba medical College Manglore University .1995",B.B.M.P(North),"Doctor (M.B.B.S.),MLA (Karnataka Legislative Assembly)","Business, Social Work","Medicine / Healthcare, Politics / Public Service","Business / Entrepreneurship, Social Work / Activism"
573,Ranibennur,Dr. Basavaraj Kelagar,BJP,56.0,0.0,82946479.0,19827209.0,Postgraduates,"MBBS- J.J.M medical College ,Year 1984 ,DGO -KMC Hubli,Year 1988",Haveri,Doctor And Agricultarist,Doctor And Agricultarist,"Medicine / Healthcare, Agriculture / Farming","Medicine / Healthcare, Agriculture / Farming"
574,Chitradurga,Dr. Doddamallaiah,Swaraj India,63.0,0.0,19540984.0,450000.0,Diploma Holders,"BVSC Mysore, Veterinary Medicine College, Agriculture University, Hebbal, Bangalore-1982, PGDAEM, (Manage), Hyderabad, Year-2013",Chitradurga,Ex Government Officer,Retired Teacher,Not Given,Not Given
575,Chikkaballapur,Dr. Gv Manjunatha,BJP,62.0,0.0,104651139.0,2500000.0,Postgraduates,"B.Sc. From Govt. First Grade College, Chikkbalapur, Bangalore University, Year-1977, MBBS From K.M.C Hubbali Dharwad University, Year-1984",Chikkaballapur,"Doctor ,new harajan vidhy samste",Doctor,Medicine / Healthcare,Medicine / Healthcare
576,Koratagere,Dr. G. Parameshwara,INC,66.0,0.0,116246878.0,93204228.0,Doctorates,MSc and Phd in Australia.,Tumkur,"LIC Agent, Agricultural Consultant",Artist,"Banking / Finance, Agriculture / Farming",Arts / Entertainment
577,Bagepalli,Dr. C. R. Manohar,JD(S),38.0,0.0,1367850358.0,484419105.0,Graduates,"B.A. S.V GRADE COLLAGE ,SARJAPURA BANGLOURE UNIVERSITY",Chikkaballapur,"AGRICULTURIST,FLORICULTURE AND BUSINESS",HOUSE WIFE AGRICULTURE,"Agriculture / Farming, Business / Entrepreneurship","Agriculture / Farming, Not Given"
578,Mahadevapura,Dr. H R Surendra,RPI(A),65.0,0.0,4070251.0,,Doctorates,"MBBS, Karnataka",Bangalore Urban,Retired Doctor,Housewife,Medicine / Healthcare,Education / Academia
579,T.Narasipur,Dr. H.C.Mahadevappa,INC,65.0,0.0,27752980.0,3931900.0,Doctorates,"MBBS from JJM Medical College, Davanagere Year 1999",Mysore,Social Service,House wife,Social Work / Activism,Not Given
580,Raichur,Dr. Shivaraj Patil,BJP,47.0,0.0,81357775.0,15126210.0,Doctorates,"MD General Medicine from M R Medical College, Gulbarga University, Karnataka State in 1998",Raichur,Not Given,Not Given,Cound't Classify,Cound't Classify
581,Dasarahalli,Dr. N. Nithyananda,JD(U),42.0,0.0,15320000.0,1000000.0,Postgraduates,"B D S from N S V K S V Dental Collage, Bannerghatta, Bangalore. Bangalore University. Year 1999",Bangalore Urban,Doctor,Doctor,Medicine / Healthcare,Medicine / Healthcare
582,Koratagere,Dr. Nandini A.C,IND,30.0,0.0,2014500.0,1273000.0,Doctorates,"BAMS from RGUHS-2010, BAMS MD from RGUHS -2014",Tumkur,Doctor,Busness,Medicine / Healthcare,Business / Entrepreneurship
583,Chikkaballapur,Dr. K. Sudhakar,INC,44.0,0.0,152765774.0,108663338.0,Doctorates,MBBS SIDARTHA MEDICAL COLLAGE THUMAKUR,Chikkaballapur,"MANEGING TRUST,SRI SAIKRISHAN TRUST",HINDO MOUNT COMPANY SADHASHIVANAGARA,Social Work / Activism,Cound't Classify
584,Kanakagiri,Dr. M P Darkeswaraiah,IND,59.0,0.0,2767000.0,,Diploma Holders,"SSLC, And Diploma in BAMS From Bangalore University, Year 1993-94",Koppal,Private Doctor,Housewife,Medicine / Healthcare,Education / Academia
585,Hanur,Dr. Preethan Nagappa,BJP,47.0,0.0,56605520.0,5521284.0,Postgraduates,"M.B.B.S., M.S FROM J.S.S MEDICAL COLLEGE, MYSORE , YEAR- 2003",Chamarajnagar,DOCTOR,DOCTOR,Medicine / Healthcare,Medicine / Healthcare
586,Tumkur City,Dr. Rafeeq Ahmed. S,INC,50.0,0.0,68412512.0,,Doctorates,"B E, M E, Ph D, Doctor of Philosophy(Ph.D in Civil Engineering), from Indian Institute Of Technology, New Delhi during the year 1996-97",Tumkur,Tumkur city Assembly member,"Administrator in H.M.S Technical college, Tumkur",Politics / Public Service,Education / Academia
587,Tiptur,Dr. S. Shobha,IND,60.0,0.0,400635000.0,17310000.0,Doctorates,"M.B.B.S, Mysore Medical College, Mysore University, Year 1979-80",Tumkur,Doctor M.B.B.S,Not Given,Medicine / Healthcare,Cound't Classify
588,B.T.M.Layout,Dr. Syed Asad Abbas,Aam Aadmi Party,30.0,0.0,931353.0,,Postgraduates,M.S. Communication Christ University in 2011,B.B.M.P(South),"Self Employed, Anchor, Motivational Speaker, Event Management",Not Given,"Arts / Entertainment, Business / Entrepreneurship",Cound't Classify
589,Bellary City,Dr. K.R.Ravikumar,IND,39.0,0.0,9532000.0,1000000.0,Doctorates,"MBBS.(A.M) Indian Board Of Alternative Medicines, Kolkata, United Nation University For Feed And The Open International University, Koltata, Year-2006",Bellary,R.M.P. Doctor,Housewife,Medicine / Healthcare,Education / Academia
590,Sedam,Dr. Sharanprakash,INC,51.0,0.0,38037429.0,540000.0,Postgraduates,"MD (Skin VD) from M R Medical College, Gulbarga, Gulbarga University Gulbarga in 1995",Gulbarga,Doctor,Doctor,Medicine / Healthcare,Medicine / Healthcare
591,Navalgund,Dr. Jedar M G,Jana Samanyara Party (Karnataka),33.0,0.0,6022915.0,781198.0,Postgraduates,MBBS From KLE MEDICAL COLLAGE BELAGAVI MODEL 2012,Dharwad,DOCTOR,DOCTOR,Medicine / Healthcare,Medicine / Healthcare
592,Yadgir,Dr.A B Malakareddy,INC,82.0,0.0,44635844.0,1570000.0,Doctorates,"M D AT KARNATAKA V V DHARVAD,MBBS AT KARNATAKA VV DHARVAD",Yadgir,DOCTOR AND AGRICULTURIST,DOCTOR AND AGRICULTURE,"Medicine / Healthcare, Agriculture / Farming","Medicine / Healthcare, Agriculture / Farming"
593,Mangalore City North,Dr. Y. Bharath Shetty,BJP,47.0,0.0,150531091.0,13297696.0,Doctorates,Master of Dental Surgery (MDS) From Rajiv Gandhi University Health Science Bangalore In 1998,Dakshina Kannada,Principal Of A.j. Institute of Dental Sciences Mangalore,Reader In Manipal Colege of Dental Sciences Mangaluru,Education / Academia,Education / Academia
594,Doddaballapur,Dr.K.N.Venkatesh,IND,54.0,4.0,140011500.0,4540000.0,Doctorates,Ph. D in Criminology and Police Science Year July 2014 from Menon Manian Sudarnar University M.D(Alternative Medicine ) Year july 2013 from Indian Board of Alternative Medicines,Bangalore Rural,"Civil Engineer, Advocate Social Worker",House Wife,"Engineering / Technology, Law / Judiciary, Social Work / Activism",Cound't Classify
595,Nagamangala,Dr. V Parthasarathi,BJP,46.0,0.0,48408219.0,,Doctorates,"MBBS From-Sri Adhi Chunchuri Medical ,B.G Nagar Year 1991-95, 2nd PU ,From Vijaya College ,Bangalore ,Year-1989-1990",Mandya,Doctor,Housewife,Medicine / Healthcare,Education / Academia
596,Basavanagudi,Dr.Banu Prakash.A.S.,Pyramid Party of India,42.0,0.0,13339910.0,1800000.0,Doctorates,MCH,B.B.M.P(South),Neuro surgeon,Not Given,"Medicine / Healthcare, Information Technology",Cound't Classify
597,Sindhanur,Dr.Jalaluddin Akbar,JD(U),46.0,0.0,184000.0,,Secondary Education,10 TH PASS FROM GOVERNMENT COLLEGE AF JALPURA,Raichur,Press editor and publisher,"House Wife , AGRICULTURE WAGE",Media / Journalism,"Agriculture / Farming, Not Given"
598,Yelahanka,Dr.K.S.Swamy,IND,41.0,0.0,3555231.0,752872.0,Graduates,"BA. Bangalore University, Bangalore.",Bangalore Urban,"Social Worker Editors, Journalist",Anganvadi Teacher,"Media / Journalism, Social Work / Activism","Education / Academia, Social Work / Activism"
599,Malavalli,Dr.K.Annadani,JD(S),51.0,3.0,34706874.0,510700.0,Doctorates,"MA ,PHD,in Bengaluru University, Year-2002",Mandya,Salesman,Sales and Housewife,Business / Entrepreneurship,"Business / Entrepreneurship, Not Given"
600,Sarvagnanagar,Dr.Meer Layaq Hussain,IND,55.0,0.0,,,Postgraduates,Dr. Br. Amc Ambedkar Medical College Bengaluru University,B.B.M.P(North),MBBS,Not Given,Medicine / Healthcare,Cound't Classify
601,Maddur,Dr.Manojith S S,Federal Congress of India,30.0,0.0,18202000.0,2800000.0,Technical/Professional Courses,"1 st 7 th Sent ans convent madduru,8 th to 10th and puc vishwmana kommarahalli mandya,MBBS IN KVG Sulya R,G,U,H,S Benglore",Mandya,Doctore,Doctore,Medicine / Healthcare,Medicine / Healthcare
602,Pavagada,Duggamma,IND,43.0,0.0,,,Higher Secondary Education,PUC,Tumkur,Labour,Labour,Cound't Classify,Cound't Classify
603,Haveri,Duragappa Galeppa Madar,IND,62.0,0.0,5500000.0,,Secondary Education,"He finished SSLC in 30-04-1970 , Karnataka Shiksha Pariksha Mandali.",Haveri,Retired Govt. Officer,Homemaker,Politics / Public Service,Not Given
604,Bailhongal,Duragamma Basappa Yarazaravi,All India Mahila Empowerment Party,41.0,0.0,424085.0,95580.0,Secondary Education,SSLC- MKCR passed yr 1992,Belgaum,Social Services,Not Given,Social Work / Activism,Cound't Classify
605,Haveri,Duragesh Megalamani,Bhaarateeya Janashakthi Congress,37.0,0.0,1329018.0,107000.0,Secondary Education,"Year 1999 ,kalidasa high school haveri",Haveri,private job,house wife,Cound't Classify,Not Given
606,Shiggaon,Duddusab Kanavalli,IND,37.0,0.0,20575934.0,,Secondary Education,"10th Pass, Channappa Kunnur High School, Shiggon.",Haveri,Piece Contractor,House wife,Construction / Real Estate,Not Given
607,Shirahatti,Duragappa Laxmappa Harijan,IND,36.0,0.0,192000.0,,Unknown,Unknown,Gadag,Social Service,Agriculturist,Social Work / Activism,Agriculture / Farming
608,Bommanahalli,Dr.P.Anilkumar,IND,44.0,0.0,3391218169.0,215513168.0,Primary Education,3RD STANDARD IN KERALA,B.B.M.P(South),BUSINESS,BUSINESS,Business / Entrepreneurship,Business / Entrepreneurship
609,Lingsugur,Durgappa Sangappa Hoolageri,INC,52.0,3.0,107562086.0,6424068.0,Primary Education,7th pass government school 1977,Raichur,Granite business,housewife,Business / Entrepreneurship,Not Given
610,Shravanabelagola,Dwarakish,All India Mahila Empowerment Party,35.0,0.0,311000.0,,Secondary Education,GOVT. HIGH SCHOOL DHHUDA,Hassan,Agriculture (IN THE NAME OF HIS PARENTS IN LAND NO 15 P5 2 ACRES ),Housewife and Agriculture,"Agriculture / Farming, Social Work / Activism","Hospitality / Tourism, Agriculture / Farming"
611,Raichur,E Anjaneya,IND,58.0,0.0,320843718.0,233488458.0,Graduates,"B.A 2nd Year (Discontinued) From H.R.Sri Ramulu College, Gangavathi Year 1980",Raichur,Agriculturist Business,Agriculturist Business,"Agriculture / Farming, Business / Entrepreneurship","Agriculture / Farming, Business / Entrepreneurship"
612,Sandur,E Tukaram,INC,51.0,0.0,15964501.0,6251128.0,Postgraduates,"M COM GULBARGA UNIVERSITY NANDIHALLI 1992, P,J,D,B,A ST JOSEPH COLLEGE BANGALORE 1993",Bellary,SOCIAL WORKER,SOCIAL WORKER,Social Work / Activism,Social Work / Activism
613,Haliyal,Eliyas Kati,IND,41.0,0.0,85000.0,25000.0,Higher Secondary Education,"PUC 2nd year, Janata Vidyalaya Composite Pre-university College Dandeli",Uttara Kannada,Contractor,Not Given,Consulting / Advisory,Cound't Classify
614,Bellary City,E. Iramma,IND,26.0,0.0,122000.0,,Primary Education,"7th Pass, Government High School, Bandihatti Cowl Bazar, Bellary, Year-2005-2006",Bellary,Wages,Not Given,Cound't Classify,Cound't Classify
615,Humnabad,Eknath,IND,63.0,0.0,820000.0,113000.0,Illiterate,illitreate,Bidar,ADVOCACY,Not Given,Social Work / Activism,Cound't Classify
616,Shimoga,Dr.Narendra P.L.,IND,47.0,0.0,12882888.0,,Doctorates,MBBS MD From V M Govt Medical College Solapur in 2000,Shimoga,Vice Principal,Not Given,Education / Academia,Cound't Classify
617,K.R.Pura,Erudiaraj.J,IND,45.0,0.0,138000.0,,Secondary Education,"SSLC,Ludes Boys High School,Halasooru,Bangalore-560 036,1989-90",B.B.M.P(North),Self-Employed,Housewife,Unknown,Education / Academia
