,constituency,name,party,age,cases,assets,liabilities,education_category,education,district,self_profession,spouse_profession,self_profession_category,spouse_profession_category
382,Jevargi,Bailappa M Nelogi,BSRC,57.0,0.0,,,Unknown,Unknown,Gulbarga,Not Given,Not Given,Cound't Classify,Cound't Classify
383,Belgaum Rural,Balachandra Ramachandra Chavan,BSRC,44.0,0.0,130000.0,,Secondary Education,Govt. Saradar High School Belgaum year 1986-87,Belgaum,Business,House wife,Business / Entrepreneurship,Not Given
384,Kittur,Badiger Chandrashekar Madiwalappa,IND,29.0,0.0,4323644.0,600000.0,Secondary Education,"PUC fail,saradhara college belagavi 2002-03",Belgaum,business,House wife,Business / Entrepreneurship,Not Given
385,Hubli-Dharwad West,Bakkayi Laxman Chandrappa,BSP,49.0,0.0,868348.0,60000.0,Postgraduates,"MA MPhill,2010 karnataka university darwad",Dharwad,agriculter,Not Given,Agriculture / Farming,Cound't Classify
386,Bagalkot,"Babusha. Dastgeersab. Rolli (R.D. Babu, Jr. Upendra)",BSP,39.0,0.0,797000.0,260000.0,Higher Secondary Education,"puc,sakri high school,bagalkot,1994-95",Bagalkot,artist,KEB govt job,Arts / Entertainment,Law Enforcement / Security
387,Vijay Nagar,Balakrishna.R.K.Raju,IND,47.0,0.0,50621927.0,11405327.0,Graduates,"bachelor of arts,dayandsagar college,bangalore university,bangalore,1987-90",B.B.M.P(South),own business,own business,Business / Entrepreneurship,Business / Entrepreneurship
388,Humnabad,Bankreddy Prabhureddy,BSRC,26.0,2.0,14048916.0,200000.0,Graduates,"PRE DEGREE COLLEGE, HUMNABAD",Bidar,AGRICULTURE,HOUSE WIFE,Agriculture / Farming,Not Given
389,Lingsugur,Balarama,IND,64.0,0.0,130000.0,15000.0,Unknown,Unknown,Raichur,agriculter,House wife,Agriculture / Farming,Not Given
390,Byadgi,Ballary Virupakshappa Rudrappa,BJP,49.0,0.0,77066527.0,1957895.0,Literate,7th Class Studied At HPS Motibennur,Haveri,Business Agriculture,Household Work,"Business / Entrepreneurship, Agriculture / Farming",Unknown
391,Belgaum Rural,Balasaheb Bhimappa Sattigeri,IND,60.0,0.0,9318500.0,,Secondary Education,SSLC From Maharashtra State Board of Secondary Education Poona Divisional Board. 2 Aug. 1971,Belgaum,Employee Retired,House wife,Not Given,Not Given
392,Bidar South,Bandeppa Khashempur,JD(S),49.0,0.0,73233241.0,3052600.0,Postgraduates,B.V.Sc in 1982-87 from Veternary College Bangalore,Bidar,SITTING MLA,"house wife, DAIRY PETTY BUSINESS",Politics / Public Service,"Agriculture / Farming, Business / Entrepreneurship"
393,Raybag,Balasab Shamrao Waddar,KJP,49.0,0.0,17530072.0,7560034.0,Unknown,Unknown,Belgaum,Social work Agriculture,H.H.work,"Social Work / Activism, Agriculture / Farming",Unknown
394,Chikkaballapur,Bachegowda,IND,51.0,0.0,1050000.0,,Unknown,Unknown,Chikkaballapur,Not Given,Not Given,Cound't Classify,Cound't Classify
395,Bilgi,Balappa. H. Nandeppanavar,BSP,55.0,0.0,33685000.0,900000.0,Secondary Education,"sslc,katagere village,1974-75",Bagalkot,PWD class-1 contractor,House wife,Construction / Real Estate,Not Given
396,Manvi,Basanagouda,BSRC,41.0,0.0,17219451.0,4581259.0,Graduates,"SharadaVidyaNikethana,Manvi",Raichur,Business,Housewife,Business / Entrepreneurship,Education / Academia
397,Sindhanur,Basanagouda,IND,48.0,0.0,1607800.0,50000.0,Unknown,Unknown,Raichur,Agriculture,"Agriculture, BUSINESS HOUSE WIFE",Agriculture / Farming,"Agriculture / Farming, Business / Entrepreneurship"
398,Kalghatgi,Basava Prasad Jadhav,IND,37.0,0.0,2153000.0,,Postgraduates,"M Tech(Building Automation)2003-2005, Mysore university, Mysore",Dharwad,Architect,M.B.B.S(M.D),Engineering / Technology,Medicine / Healthcare
399,Jamkhandi,Basagond Shivagond Sindhur,JD(S),54.0,0.0,7100000.0,,Secondary Education,7th Standard,Bagalkot,Agriculture,House Wife,Agriculture / Farming,Cound't Classify
400,Shiggaon,Bapugoudra Kashinathgoudra Patil,KJP,38.0,0.0,78538607.0,1634362.0,Graduates,"1997, BSC, Karnataka University, Dharawada",Haveri,Agriculture,House Wifes,Agriculture / Farming,Not Given
401,Gokak,Basavanni Ningappa Kambar,BSRC,76.0,2.0,18644500.0,692000.0,Primary Education,7th Kannada prathamika Shale Kolavi,Belgaum,AGRICULTURE,Agriculture,Agriculture / Farming,Agriculture / Farming
402,Udupi,Barkur Satish Poojary,JD(S),38.0,0.0,790000.0,3189841.0,Graduates,"BA,LLB",Udupi,"Mytri Flex near fish market Bramhavara, Udupi.",Counsellor in Govt. women and children Hospital,Cound't Classify,Social Work / Activism
403,Ranibennur,Basappa Puttappa Banakar,IND,51.0,0.0,28475000.0,3600000.0,Primary Education,"3RD STANDARD,GOVT PRIMARY SCHOOL,ASUNDHI",Haveri,farmer,House wife,Agriculture / Farming,Not Given
404,Babaleshwar,Basappa Honawad,KJP,27.0,0.0,7648578.0,40000.0,Graduates,BSC,Bijapur,Agriculturist,House Wife,Agriculture / Farming,Cound't Classify
405,Navalgund,Basavannevva Yallappa Kadrolli,IND,51.0,0.0,18600000.0,890000.0,Graduates,sangolli rayanna collage gadag 1988,Dharwad,social worker,EX soldier,Social Work / Activism,Military / Defense
406,Jamkhandi,Basappa. Siddappa. Kokatanur,IND,51.0,0.0,6320000.0,,Primary Education,4th std,Bagalkot,AGRICULTURE,Daily wager,Agriculture / Farming,Not Given
407,Bijapur City,Basanagouda Ramanagouda Patil Yatnal,JD(S),50.0,7.0,54657726.0,36530415.0,Graduates,B.Com,Bijapur,"AGRICULTURE,social server",HOUSEWIFE,"Agriculture / Farming, Social Work / Activism",Not Given
408,Sorab,Basavanyappa,IND,46.0,0.0,198000.0,35000.0,Secondary Education,9th std malenadu high school 1989-90,Shimoga,labour,house wife,Cound't Classify,Not Given
409,Yadgir,Basavaraj,BSP,43.0,0.0,60000.0,,Graduates,"B.A(1989-90), Govt. college, yadgiri, gulbarga university, gulbarga",Yadgir,agriculture and social worker,house wife,"Agriculture / Farming, Social Work / Activism",Not Given
410,Chikkodi-Sadalga,Basavanni Sangappagol,BJP,69.0,0.0,13398990.0,3588000.0,Secondary Education,SJD HIGH SCHOOL NIDASOSI 1964,Belgaum,AGRICULTURE,HOUSE WIFE,Agriculture / Farming,Not Given
411,Bilgi,Basavaprabhu Saranadagouda,JD(S),37.0,0.0,219339797.0,29600000.0,Graduates,BA,Bagalkot,Business and Politics,Housewife,"Business / Entrepreneurship, Politics / Public Service",Education / Academia
412,Arabhavi,Basavanth Irappa Vader,BSP,48.0,0.0,1203892.0,225000.0,Postgraduates,"B.A- JSS college, Gokaka-1993, B.Ed- Sri kranthveera Sangolli rayanna , belagavi-1994, L.L.B- Sakri law college, hubli-2001",Belgaum,Farmer and Lawyer,House wife,"Agriculture / Farming, Law / Judiciary",Not Given
413,Byadgi,Basavantappa Guddappa Gonemmanavar,BSP,52.0,0.0,79600000.0,2800000.0,Primary Education,3RD STANDARD,Haveri,Agriculture,WIFE,Agriculture / Farming,Unknown
414,Shorapur,Basavaraj,IND,38.0,0.0,2313000.0,53000.0,Higher Secondary Education,"PUC,sri vireshvara PU mahavidyalaya,1994",Yadgir,contractor and agriculter,house wife,"Agriculture / Farming, Construction / Real Estate",Not Given
415,Yelburga,Basavaraj Rayaraddy,INC,57.0,0.0,84169000.0,,Graduates,"Karnataka vishwavidyala law college,Dharwada, LL.B. (Special)",Koppal,Agriculture,HOUSEWIFE,Agriculture / Farming,Not Given
416,Aland,Basavaraj .N. Pavadashetty,BJP,50.0,0.0,1567000.0,931718.0,Secondary Education,S.S.L.C From S.V.V. High School Tadakal Tq Aland,Gulbarga,Agriculture,Not Given,Agriculture / Farming,Cound't Classify
417,Arabhavi,Basavaraj Basavantappa B Patil,BSRC,41.0,0.0,4196000.0,1325000.0,Higher Secondary Education,1 PUC fail S.B College -Ankalagi,Belgaum,Farmer,House wife,Agriculture / Farming,Not Given
418,Sindhanur,Basavaraj Badarli,IND,33.0,0.0,904000.0,434000.0,Primary Education,"7TH STD , GOVT. HIGHER PRIMARY SCHOOL, CHANNALLI, TALUK SINDHANUR, DISTRICT RAICHUR",Raichur,AGRICULTURE BUSINESS,HOUSE WIFE,"Social Work / Activism, Agriculture / Farming",Not Given
419,Yemkanmardi,Basavaraj Siddalingappa Sayannavar,IND,40.0,0.0,5499475.0,,Graduates,B.A FROM G.E.S. ARTS COMMERCE COLLEGE GOKAK IN THE YEAR 1993,Belgaum,AGRICULTURIST,HOUSE WIFE,Agriculture / Farming,Not Given
420,Kushtagi,Basavaraj Mariyappa Bunnatti,CPI(ML) Red Star,39.0,0.0,114000.0,58000.0,Secondary Education,"SSV HIGH SCHOOL, TAVARAGERA",Koppal,farmer and labour,house wife and labour,"Agriculture / Farming, Not Given",Not Given
421,Chincholi,Basavaraj M. Wadi,IND,36.0,0.0,15000.0,,Graduates,"B.A, C.B patil Arts and commerce college, Chincholi-2005",Gulbarga,"Business, labour, social worker",House wife,"Business / Entrepreneurship, Social Work / Activism",Not Given
422,Athani,Basavaraj Irappa Awati,IND,33.0,0.0,9547079.0,600000.0,Higher Secondary Education,"2nd p.u.c, A.B jatti institution , Thikota-1999",Belgaum,Shethki,house wife,Cound't Classify,Not Given
423,Dharwad,Basavaraj Budihal,NCP,33.0,0.0,121000.0,,Higher Secondary Education,PUC 1999 anjuman college dharwad,Dharwad,private job,private job,Cound't Classify,Cound't Classify
424,Hangal,Basavaraj Hadimani,BJP,61.0,0.0,7892828.0,559260.0,Secondary Education,"SSLC, Durga High School, 1968-69",Haveri,Agriculture,House Wife,Agriculture / Farming,Cound't Classify
425,Gulbarga Dakshin,Basavaraj Chincholli,IND,59.0,0.0,3050000.0,300000.0,Doctorates,"LLM (Phd), Nagarjuna University, Guntur, AP, 2007-08",Gulbarga,"Advocate and Phd research scholar, Dept. of Law, GUG, Gulbarga","Professor and Chairman, Dept . of history, GUG, Gulbarga",Law / Judiciary,Education / Academia
426,Shahapur,Basavaraj Padukote,IND,43.0,1.0,3522000.0,900000.0,Primary Education,"3rd std,1974,govt primary school,surapura",Yadgir,business,house wife,Business / Entrepreneurship,Not Given
427,Saundatti Yellamma,Basavaraj Sangappa Mudenagudi,BSP,31.0,0.0,414345.0,,Unknown,Correspondent Candidate-2007,Belgaum,Tailoring,House wife,Arts / Entertainment,Not Given
428,Byadgi,Basavaraj Neelappa Shivannanavar,INC,57.0,0.0,18257290.0,2082825.0,Graduates,BA GH COLLEGE HAVERI KAR VISHVAVIDYALAYA,Haveri,social service,House wife,Social Work / Activism,Not Given
429,Kittur,Basavaraj Rudrappa Mokashi,SKP,45.0,0.0,11451116.0,985000.0,Graduates,BA 2nd year lingaraj college belgavi 1990,Belgaum,Shethki,House wife,Cound't Classify,Not Given
430,Devadurga,Basavaraj Nayak Gugeradoddi,CPI(ML) Red Star,29.0,0.0,40000.0,,Higher Secondary Education,"12th (science), but did nt attend the exam in 2001-02, Govt. independent pre university college, behind ivana shahi, gulbarga",Raichur,Agriculture,House wife,Agriculture / Farming,Not Given
431,Bagalkot,Basavaraj Patil Jakkanagoudar,JD(S),32.0,0.0,5375000.0,800000.0,Graduates,"B.com from basaweshwara commerce college,dharwad",Bagalkot,Farming(Vokkaluthana),housewife,Agriculture / Farming,Not Given
432,Kushtagi,Basavaraj Narasappa Bilkar Hanamsagar,IND,51.0,0.0,2320000.0,125000.0,Graduates,"BA,bomareddy first grade college,gajendragada,1989-90",Koppal,nt given,Not Given,Cound't Classify,Cound't Classify
433,Bailhongal,Basavaraj Shivanand Koujalgi,INC,37.0,0.0,28024967.0,4747455.0,Postgraduates,"LL.B. (spl), Karnataka University, Dharwad. College K R C E S Law College, Bailhongal of 2002",Belgaum,Advocate and agriculturist,Dairy,"Law / Judiciary, Agriculture / Farming",Medicine / Healthcare
434,Shiggaon,Basavaraj Bommai,BJP,53.0,0.0,106930735.0,26268421.0,Graduates,BE Mechanical Engineering Hubli,Haveri,Industrialist,House Wife,Business / Entrepreneurship,Cound't Classify
435,Gangawati,Basavaraj Patil Anvari,KJP,69.0,0.0,30780565.0,8722915.0,Primary Education,"Hamadardh High School , Rayachur in 1957",Koppal,social servicer self employment,Housewife,Social Work / Activism,Education / Academia
436,Vijayanagara,Basavaraja Nalatwad,IND,40.0,0.0,26334969.0,7512665.0,Vocational Training,"NS Cade , Independent pre university college ,Bijapur-1992",Bellary,Contractor,business,Consulting / Advisory,Business / Entrepreneurship
437,Mandya,Basavegowda,IND,79.0,0.0,2150000.0,160000.0,Graduates,"BA-maharaja college, mysore-1960,B.L-govt. law college ,bangalore,G.I.R.T Diploma puna, 1980-81",Mandya,agriculture,house wife,Agriculture / Farming,Not Given
438,Terdal,Basavaraj. Irappa. Balikai,KJP,43.0,2.0,2286000.0,,Vocational Training,IN SP JUNIOR COLLAGE,Bagalkot,AGRICULTURE,HOUSE WIFE,Agriculture / Farming,Not Given
439,Afzalpur,Basha Patel Hasargundagi,BSRC,49.0,0.0,1982500.0,1355000.0,Secondary Education,S.S.L.C Govt High School Bandrwad Afzalpur,Gulbarga,Larry Transport Business,House Hold,Transportation / Logistics,Cound't Classify
440,Kanakagiri,Basavarj Dadhesuguru,KJP,33.0,1.0,12252350.0,4993487.0,Primary Education,GOVT.PRIMARY JAALAHAALI TALUK DEVADURGA,Koppal,Social service AGRICULTURE,Housewife GILA PANCHAIT MEMBER RAYACHUR,"Social Work / Activism, Agriculture / Farming",Social Work / Activism
441,Ron,Basavaraja Veerappa Dotihal,NPP,42.0,0.0,1045000.0,,Secondary Education,S.I HIGH SCHOOL NAREGAL PATNA,Gadag,agricultural social worker,house wife,"Agriculture / Farming, Social Work / Activism",Not Given
442,Badami,Basayya Hallur,KJP,54.0,0.0,5550000.0,425000.0,Postgraduates,"L.L.B 1984 IN SRI.G.K. LAW MAHAVIDYALAYA, HUBBALI",Bagalkot,AGRICLUTURE,HOUSEWIFE,Agriculture / Farming,Not Given
443,Belgaum Dakshin,Basavaraj Shrishailappa Javali,JD(S),50.0,4.0,142981396.0,14425280.0,Graduates,"B.Com III Lingraj College, Belgaum from 1982",Belgaum,Industrialist and Agriculturist,Industrialist,"Business / Entrepreneurship, Agriculture / Farming",Business / Entrepreneurship
444,Kudligi,Basavaraja N.,IND,29.0,0.0,222000.0,,Graduates,"B.A. , H.C.B.M.F college , jagaluru",Bellary,Farmer,Not Given,Agriculture / Farming,Cound't Classify
445,Gulbarga Dakshin,Basheer Alam,INL,56.0,0.0,650000.0,,Secondary Education,"SSLC in MPHS, Bidar in 1975",Gulbarga,Bussiness,Housewife,Business / Entrepreneurship,Education / Academia
446,Mangalore,Bava Mohammed,IND,64.0,0.0,139000.0,,Primary Education,Primary education,Dakshina Kannada,Own business,House wife,Business / Entrepreneurship,Not Given
447,Bidar South,Basheermiya,IND,36.0,0.0,500000.0,,Secondary Education,"9th class,govt boys pu college bidar",Bidar,SOCIAL SERVICE,HOUSE WORK,Social Work / Activism,Not Given
448,Dharwad,Basavaraj Yellappa Parasannavar,IND,50.0,1.0,14630000.0,200000.0,Secondary Education,8th std 1981 new high school dharwad,Dharwad,business and shetki,govt job,"Business / Entrepreneurship, Agriculture / Farming",Politics / Public Service
449,Bagepalli,Bava Fakruddin,IND,46.0,0.0,150000.0,,Unknown,Unknown,Chikkaballapur,farmer,farmer,Agriculture / Farming,Agriculture / Farming
450,Hanur,Beeresh,BSRC,44.0,0.0,8245000.0,,Unknown,Unknown,Chamarajnagar,AGRICULTURE AND TRADE,HOUSE WIFE,"Business / Entrepreneurship, Agriculture / Farming",Not Given
451,Tirthahalli,Behalli Nagaraj .D,JD(U),42.0,0.0,748760.0,,Secondary Education,"SSLC,govt high school,koduru hosanagara taluk,1990",Shimoga,agriculter,house wife,Agriculture / Farming,Not Given
452,Basavana Bagevadi,Bellubbi Sangappa,BJP,59.0,0.0,24152039.0,98146.0,Primary Education,SHRI SOMESHWARA HIGH SCHOOL,Bijapur,SELF EMPLOYMENT,HOUSE WIFE,Business / Entrepreneurship,Not Given
453,Kadur,Belli Prakash,KJP,48.0,0.0,11618190.0,2968867.0,Postgraduates,"B.E., LLB",Chikmagalur,Advocate,LIC Agent,Law / Judiciary,Banking / Finance
454,Kampli,Basavaraju H.D.,KJP,59.0,1.0,13277145.0,42175.0,Diploma Holders,"BMSE ENGENEERING COLLEGE, BANGALORE UNIVERCITY",Bellary,SOCIAL SERVICE,HOME MAKER,Social Work / Activism,Not Given
455,Harihar,Beerappa Rajanahalli,CPI(ML)(L),44.0,0.0,2807500.0,200000.0,Higher Secondary Education,"1990-91 passed PUC in govt DRM college, harihara",Davangere,Agriculture and social service,House wife,"Agriculture / Farming, Social Work / Activism",Not Given
456,Davanagere South,Bhairajjara Krishnappa,BSP,44.0,0.0,936000.0,,Secondary Education,"SSLC,mahatmagandhi memorial recidency school,PJ layout,davangere,1984-85",Davangere,social worker and cushion work,House wife,Social Work / Activism,Not Given
457,Gubbi,Bettaswamy,IND,40.0,0.0,160000.0,,Secondary Education,"K haruvesandra primary school,Hindaskere primary school, C.R pura High School",Tumkur,farmer,house wife,Agriculture / Farming,Not Given
458,Pulakeshinagar,Bhagya.M,RPI(A),38.0,0.0,14000.0,,Graduates,"1989-1990 ,VOKKALIGARA SANGHA COLLEGE, SRI GANDHADA Kaval, SUNKADAKATTE, VISHWANEEDAM POST , BANGALORE 560091",B.B.M.P(North),SOCIAL WORKER,house wife,Social Work / Activism,Not Given
459,Madhugiri,Bharathesha. M.R.,IND,,0.0,945000.0,25000.0,Graduates,BA,Tumkur,SOCIAL SERVICE,house wife,Social Work / Activism,Not Given
460,Yellapur,Bhandarkar Ganesh Nagesh,IND,61.0,0.0,1710501.0,100000.0,Unknown,Unknown,Uttara Kannada,FARMER,Not Given,Agriculture / Farming,Cound't Classify
461,Hirekerur,Bevinahalli. Sivappa.Veerapppa,IND,43.0,0.0,1150000.0,,Graduates,Karnataka University Darwad in 1991-94,Haveri,Contracor,House Wife,Construction / Real Estate,Cound't Classify
462,Gangawati,Bharadvaj Subbarao,CPI(ML)(L),66.0,0.0,569000.0,,Graduates,VERSHAIV COLLEGE BELLARY IN 1964-65,Koppal,farmer and social service,house wife,"Agriculture / Farming, Social Work / Activism",Not Given
463,Shirahatti,Bhajekkanavar Fakkirappa Dandappa,IND,31.0,0.0,3650000.0,488000.0,Graduates,B.A. GOVERNMENT FIRST GRADE COLLEGE SAVANOORA,Gadag,social worker,house wife,Social Work / Activism,Not Given
464,Shanti Nagar,Bhanu Prakash .K,IND,34.0,0.0,518000.0,,Secondary Education,"S.S.L.C , april-1996",B.B.M.P(Central),Business,House-wife,Business / Entrepreneurship,Not Given
465,Bhalki,Bhalkeshwar,IND,48.0,0.0,80000.0,,Unknown,Unknown,Bidar,Daily wage labour,House wife,Social Work / Activism,Not Given
466,Vijayanagara,Bhaskar Reddy,CPM,46.0,0.0,192000.0,,Literate,"7th standard , Govt. Higher primary school, Gudipadu, Kodumuru taluk, Karnul district, Andhra pradesh",Bellary,Labour,Housewife,Cound't Classify,Education / Academia
467,Bidar South,Bhasker Babu Paterpalli,Ambedkar National Congress,57.0,0.0,1588000.0,258000.0,Postgraduates,"B.A. ,L.L.B.",Bidar,Advocate,Housewife,Law / Judiciary,Education / Academia
468,Kanakagiri,Bhavanimatha Mukundarao,BSRC,44.0,0.0,2695000.0,2349391.0,Higher Secondary Education,PUC,Koppal,Agriculture,House Wife,Agriculture / Farming,Cound't Classify
469,Hagaribommanahalli,Bheema Naik.L.B.P.,JD(S),39.0,0.0,38901663.0,4275178.0,Secondary Education,"VALMIKI SCHOOL, HOSPET, 1987-88",Bellary,"Business, Farming and Social Worker",house wife,"Business / Entrepreneurship, Agriculture / Farming, Social Work / Activism",Not Given
470,Chikkodi-Sadalga,Bhimagoud Shankar Khot,JD(U),30.0,0.0,10970000.0,,Postgraduates,"M.A , June-july 2008, K.U.D college, dharwad, L.L.B -may june 2011, B.V Belladh law collge, belagavi",Belgaum,social service,Not Given,Social Work / Activism,Cound't Classify
471,Bijapur City,Bhavi Vishwanath Satalingappa,IND,65.0,2.0,4281758.0,23483707.0,Unknown,Bijapur,Bijapur,business,house wife,Business / Entrepreneurship,Not Given
472,Hagaribommanahalli,Bheemappa Poojara,IND,66.0,1.0,31225000.0,2997173.0,Graduates,"BA,KAS College, Gadag",Bellary,Retired assistant commissionar,Retired school teacher,Business / Entrepreneurship,Education / Academia
473,Raichur,Bheemana Gouda,IND,30.0,0.0,1527500.0,105000.0,Graduates,"BA,LLB",Raichur,Lawyer,Not Given,Law / Judiciary,Cound't Classify
474,Kagwad,Bharamgouda Alagouda Kage,BJP,55.0,0.0,33205667.0,,Graduates,B.SC From R.L.S. Collage Belgaum Karnataka University Dharwar In 1980,Belgaum,Farmer,House Wife,Agriculture / Farming,Cound't Classify
475,Ramdurg,Bharat Paragouda Patil,NCP,37.0,0.0,3081822.0,,Postgraduates,"BE (Mech) in the year 2004, from KLE Engg College, Belgaum, Karnataka University Dharwad",Belgaum,Agriculturist,House wife,Agriculture / Farming,Not Given
476,Jevargi,Bhimayya Somayya,IND,43.0,0.0,20000.0,,Graduates,"B.A, First grade college, Jevargi",Gulbarga,Not Given,Not Given,Cound't Classify,Cound't Classify
477,Devar Hippargi,Bhimanagouda Patil,KJP,41.0,0.0,17700315.0,12421202.0,Graduates,"B.SC ,Krushi Vishwavidyalaya Darwad ,1998",Bijapur,Agriculture,HOUSE WIFE and Agriculture,Agriculture / Farming,"Agriculture / Farming, Not Given"
478,Gadag,Bidarur Shreeshailappa Virupaxappa,BJP,51.0,0.0,14891000.0,6000000.0,Unknown,Unknown,Gadag,Agriculture,Not Given,Agriculture / Farming,Cound't Classify
