,uuid,education_category
2434,dMZxU4DR,Higher Secondary Education
2435,GYyvJPSV,Graduate
2436,FznA52TW,Unknown
2437,JLtYCQDc,Postgraduate
2438,MYbqfeZ4,Postgraduate
2439,LoqHAan3,Illiterate
2440,NS2MwRSJ,Graduate
2441,j7b9AXkZ,Unknown
2442,986bUQPX,Higher Secondary Education
2443,ZutvpQSu,Higher Secondary Education
2444,2diVYDtc,Unknown
2445,K3cGinSZ,Secondary Education
2446,Bk8fh3UW,Higher Secondary Education
2447,Ra3iiykh,Primary Education
2448,deP2QFvo,Diploma Holder
2449,CyDv8rex,Secondary Education
2450,VMW5MBfm,Graduate
2451,XPzgp4eA,Graduate
2452,FCX5x4vA,Higher Secondary Education
2453,68kMgnrX,Secondary Education
2454,gEtivk9w,Graduate
2455,FJLXmQu5,Higher Secondary Education
2456,NHMpBzjS,Graduate
2457,HCaELwgH,Graduate
2458,gFnhKAhx,Doctorate
2459,UNDcYUDU,Unknown
2460,GM4z2Jfu,Primary Education
2461,QYWfu7US,Higher Secondary Education
2462,UsVq7G9P,Unknown
2463,mZoZNNqC,Higher Secondary Education
2464,b3ubfk8x,Secondary Education
2465,9EGCiVWz,Primary Education
2466,SanBgBYp,Graduate
2467,FxApqE8D,Primary Education
2468,8t74tNDX,Postgraduate
2469,YReivYxE,Higher Secondary Education
2470,jcSUUhbi,Unknown
2471,mCJeoYHX,Postgraduate
2472,K5uSUn7y,Postgraduate
2473,d6jJFbNm,Unknown
2474,GjBnvZkQ,Unknown
2475,DfCEHYdo,Graduate
2476,7aeu9pAG,Primary Education
2477,9DuPjEja,Unknown
2478,NKWrBuQV,Graduate
2479,VW84MGRP,Secondary Education
2480,VQYb5Dxs,Secondary Education
2481,BjA92Qd9,Primary Education
2482,GfE3q9NR,Primary Education
2483,dTCeEj4u,Graduate
2484,kwBrZx8B,Higher Secondary Education
2485,EnzhM8pf,Illiterate
2486,mY6bnnoa,Diploma Holder
2487,EmVG5daR,Unknown
2488,9VPGe2Gc,Higher Secondary Education
2489,iobEBBrD,Higher Secondary Education
2490,AapAYpnj,Primary Education
2491,ZamTw6s5,Primary Education
2492,2MNcCtih,Higher Secondary Education
2493,MxXr2xud,Doctorate
2494,XgKxMpvn,Graduate
2495,VVebQpha,Postgraduate
2496,aWSd4aNN,Graduate
2497,RWzUfU7X,Postgraduate
2498,kdr4gDPm,Unknown
2499,3aXvf2LV,Graduate
2500,dGEXsJbC,Graduate
2501,Q3AABQFK,Unknown
2502,nwT9AtUi,Unknown
2503,iqnz8iD7,Postgraduate
2504,ZABBbQnT,Diploma Holder
2505,TcKNRLiL,Unknown
2506,dHGicj4n,Graduate
2507,ZsfTEhbZ,Graduate
2508,75M4sY8b,Postgraduate
2509,Zb8jcXLm,Higher Secondary Education
2510,eDECtqRe,Unknown
2511,6XezseA8,Unknown
2512,nDqaRcAY,Unknown
2513,XcTo3zpq,Unknown
2514,d73kUGgv,Primary Education
2515,QF6HcxU7,Postgraduate
2516,QA8mnWZi,Higher Secondary Education
2517,2cRHhPzk,Diploma Holder
2518,55VNJfMT,Doctorate
2519,naCEojE7,Diploma Holder
2520,nZTN9m3x,Diploma Holder
2521,ERHp5ZSG,Graduate
2522,YMEDDkC7,Graduate
2523,ArA3nVpy,Postgraduate
2524,Pu8gGCiR,Diploma Holder
2525,ndmnxo7K,Unknown
2526,AagbAUkS,Secondary Education
2527,5XXy2TdD,Graduate
2528,kuTC66Bz,Higher Secondary Education
2529,RAQkccvr,Unknown
2530,iD2ug4ef,Graduate
2531,Kbj7Bdcu,Graduate
2532,WNUcTXMw,Unknown
2533,PM4qVqAp,Primary Education
2534,FW6UP7sT,Secondary Education
2535,Sqb4bAM8,Graduate
2536,HevR6uPp,Unknown
2537,8jprioyo,Secondary Education
2538,goi7Zk6V,Graduate
2539,GhFxHHxf,Graduate
2540,8iANakoS,Secondary Education
2541,nRMcEbWN,Postgraduate
2542,DrdoMyMP,Primary Education
2543,YpnCsj8g,Unknown
2544,RWb9TTdo,Literate
2545,En7qjU3R,Secondary Education
2546,iZMmNKdB,Secondary Education
2547,Ujei39QT,Graduate
2548,Cdq79uqH,Higher Secondary Education
2549,STUWYesb,Higher Secondary Education
2550,QmHuewMW,Secondary Education
2551,d6vQ8VuQ,Primary Education
2552,czLybt8M,Postgraduate
2553,9W2nLsaP,Graduate
2554,FCqFsMqE,Diploma Holder
2555,EYWg9qKU,Secondary Education
2556,hXEyZyzG,Postgraduate
2557,WUQtrp9a,Secondary Education
2558,N2Sk7Ypu,Higher Secondary Education
2559,VfhU6MmH,Primary Education
2560,mDMhCzqM,Graduate
2561,PWNn9wEK,Graduate
2562,NVWkWxim,Postgraduate
2563,g3uuuFSn,Higher Secondary Education
2564,9mTSs78x,Primary Education
2565,SeBAQkB3,Graduate
2566,YrNZS6e7,Higher Secondary Education
2567,LGtvuvyb,Graduate
2568,h7TV2KJP,Primary Education
2569,nj9KV6t7,Higher Secondary Education
2570,KojgGuMJ,Secondary Education
2571,9QbPxoME,Graduate
2572,jrnfbDqb,Higher Secondary Education
2573,H28NDJDW,Graduate
2574,iKjqbcb3,Unknown
2575,CZbUW4Em,Secondary Education
2576,Y8m2yijG,Unknown
2577,WJKVjY9q,Secondary Education
2578,gEvq4P2W,Primary Education
2579,Fs5C2gsq,Graduate
2580,5dAbWmPr,Secondary Education
2581,MCJKurAR,Graduate
2582,bFkge9Wd,Primary Education
2583,LyAjYoGF,Secondary Education
2584,J2JAcFHs,Primary Education
2585,U3K2mdej,Secondary Education
2586,c79vgYxm,Graduate
2587,3LVAEM38,Graduate
2588,9YEroYkP,Diploma Holder
2589,VJJMXGnT,Unknown
2590,ZNdFSeac,Primary Education
2591,Vz2tXZ4U,Graduate
2592,B8ihMeBS,Unknown
2593,k74Ebjw7,Secondary Education
2594,XSZeimAt,Graduate
2595,CH76Head,Secondary Education
2596,CCWwcWhg,Secondary Education
2597,UCzqZWmF,Secondary Education
2598,akmKSXWS,Postgraduate
2599,8pN5ufpE,Higher Secondary Education
2600,jkEckb9t,Primary Education
2601,NzS66Xrq,Graduate
2602,aMEq8wWP,Higher Secondary Education
2603,nhMRsxiw,Secondary Education
2604,SBRj6hQp,Graduate
2605,X6PFvvbE,Graduate
2606,6pJEvc6s,Unknown
2607,WiiZ75JZ,Graduate
2608,DLgsDhud,Graduate
2609,mu5QY2zR,Higher Secondary Education
2610,SMrMV6Vf,Unknown
2611,a8Rpbgyt,Graduate
2612,3EVoKuag,Illiterate
2613,7rLeU8Ni,Unknown
2614,bpLKE8yn,Unknown
2615,mprxgEuW,Unknown
2616,Spj9beug,Primary Education
2617,QHpWQK6p,Unknown
2618,SPV89PUs,Graduate
2619,Z54nEN4R,Primary Education
2620,oTfxQiHF,Graduate
2621,AgPeKdgJ,Primary Education
2622,hNbhVx6Q,Higher Secondary Education
2623,n2JHKdhv,Primary Education
2624,GqtAVPbf,Graduate
2625,m6CBmv48,Primary Education
2626,aj6nPCy8,Vocational Training
2627,EBxt5br5,Graduate
2628,TwLuWLmE,Graduate
2629,Vu4mE9KT,Graduate
2630,JGgYomWx,Graduate
2631,Hf7jzTdH,Higher Secondary Education
2632,AgwJGggq,Graduate
2633,8oLjXkcS,Graduate
2634,UyhVR6zF,Diploma Holder
2635,NqkGrpGB,Diploma Holder
2636,e2ooG59f,Diploma Holder
2637,AeBwXgB5,Secondary Education
2638,5XSxudgA,Postgraduate
2639,Xzw7xbAh,Higher Secondary Education
2640,LVqGiWBV,Postgraduate
2641,Yyta6ESg,Graduate
2642,WuEAyypH,Vocational Training
2643,U73y5xAx,Higher Secondary Education
2644,YMgURKQj,Unknown
2645,cBLL7Avc,Postgraduate
2646,PEqrxvZw,Graduate
2647,jPFmxcqD,Primary Education
2648,fmDG2Lcc,Doctorate
2649,6eihpYt7,Secondary Education
2650,RyVuegK5,Higher Secondary Education
2651,GxLUit5d,Postgraduate
2652,du7xssJV,Primary Education
2653,Tjmm2HJx,Unknown
2654,FtJGHRjd,Graduate
2655,Co4x6rJU,Higher Secondary Education
2656,Wzc9uYzd,Primary Education
2657,VqPwTSJ4,Diploma Holder
2658,SvnhDgFH,Higher Secondary Education
2659,bGzLQdWM,Graduate
2660,ZwQvi8yu,Unknown
2661,RfJxKzBo,Diploma Holder
2662,2X7soUdc,Diploma Holder
2663,eH3UxnuF,Primary Education
2664,n4ZHWuTA,Unknown
2665,252pPNMq,Unknown
2666,D3URuhvm,Unknown
2667,d5e46DYQ,Graduate
2668,Z5rjFcrs,Graduate
2669,8EQtXHen,Unknown
2670,7naL7LFp,Higher Secondary Education
2671,ArCyzD7p,Graduate
2672,DvuJ6Qqs,Postgraduate
2673,f8eP4m7b,Primary Education
2674,mNp7jrZz,Primary Education
2675,aLFQzhnm,Graduate
2676,h3KvDXHw,Unknown
2677,TwMpsybb,Higher Secondary Education
2678,ivia4PNX,Secondary Education
2679,izsGE7XW,Unknown
2680,5mSq4Ha4,Technical/Professional Course
2681,ASvHHzEP,Graduate
2682,9E8hUMDn,Secondary Education
2683,ZZ9s2s4t,Graduate
2684,8NUZ4LcK,Graduate
2685,VK8zTh6b,Postgraduate
2686,FXSHHyMm,Higher Secondary Education
2687,SAjTk8vN,Unknown
2688,kZJ85x4P,Graduate
2689,ASRZ8epZ,Higher Secondary Education
2690,W6Q5o7CE,Higher Secondary Education
2691,bc73caot,Graduate
2692,ZwSgRt8V,Unknown
2693,HvarqQjg,Primary Education
2694,6ven4Phb,Higher Secondary Education
2695,Fiab4Mka,Higher Secondary Education
2696,TmcvvgT6,Postgraduate
2697,JhYMuf53,Graduate
2698,HHHB2dLX,Secondary Education
2699,B3vJWmuD,Primary Education
2700,kmSRcw9S,Postgraduate
2701,7MeSF9yP,Unknown
2702,iFsn38XG,Graduate
2703,hAN4M6SR,Secondary Education
2704,5uxDHLZW,Primary Education
2705,HqEHXM5H,Unknown
2706,fGR4pbtw,Postgraduate
2707,RUMch6LZ,Graduate
2708,2FCQCdHG,Unknown
2709,bJBqLHN4,Higher Secondary Education
2710,XPV5abFV,Postgraduate
2711,o5hFyuEE,Doctorate
2712,YMBh3sP2,Higher Secondary Education
2713,bnHn8LYY,Graduate
2714,FYt7qPFm,Graduate
2715,JrhmSkYC,Higher Secondary Education
2716,KVVZjyFU,Graduate
2717,HjXH8EBw,Secondary Education
2718,6MxDwNAG,Higher Secondary Education
2719,QDmsPNMg,Higher Secondary Education
2720,NYwskdj3,Secondary Education
2721,AdrUryb4,Unknown
2722,YKKuoRFK,Unknown
2723,kTSeGsQK,Unknown
2724,Ryjpg48D,Unknown
2725,AFJzsWtm,Graduate
2726,Dk7PF6Hu,Graduate
2727,BqcxHqHv,Higher Secondary Education
2728,Ni7eoKQ5,Secondary Education
2729,fpeUN54n,Primary Education
2730,bftrsXiV,Graduate
2731,3BS2ChoG,Graduate
2732,T7EJVoFk,Higher Secondary Education
2733,MEbAyNKK,Illiterate
2734,LrsqwaL2,Graduate
2735,gY9RFsBP,Graduate
2736,cgt5nhkT,Higher Secondary Education
2737,2aioC99t,Higher Secondary Education
2738,KCD32oLv,Graduate
2739,TaPwLFER,Graduate
2740,jEFZUTA9,Graduate
2741,HHrb5Y84,Graduate
2742,UK6HBXLZ,Secondary Education
2743,oWAgLqX3,Graduate
2744,Begrqb7a,Unknown
2745,2enFwFLN,Graduate
2746,b44bB3hv,Unknown
2747,iGbHHVtk,Unknown
2748,JCWR5RDW,Graduate
2749,gNWwUzQM,Graduate
2750,8v9DQGQR,Unknown
2751,RwfnWJER,Diploma Holder
2752,A6KfmCuF,Unknown
2753,MwawT3xe,Graduate
2754,i8PWzQuN,Unknown
2755,6oNokZvu,Graduate
2756,eEgyAtUF,Graduate
2757,fxj6Nkxg,Graduate
2758,Pf2JM7sg,Graduate
2759,MvwgNv7d,Higher Secondary Education
2760,A4piqJag,Postgraduate
2761,5kmXaecg,Graduate
2762,NWYUBaKG,Postgraduate
2763,NRyeZvqF,Graduate
2764,4ZoasMrj,Unknown
2765,Uan6wuUG,Unknown
2766,a48oV67b,Primary Education
2767,Bc29tSDs,Secondary Education
2768,VF4HjiFB,Graduate
2769,HRErAHjV,Graduate
2770,nzRcqFEt,Diploma Holder
2771,HhEZ6rp3,Doctorate
2772,fW72yhjC,Unknown
2773,CipUwpww,Graduate
2774,RVSvon62,Illiterate
2775,gtnnqh7h,Graduate
2776,NFGGnuRb,Higher Secondary Education
2777,W2HbKWmP,Primary Education
2778,QtML5HvK,Secondary Education
2779,SbRp3G3o,Higher Secondary Education
2780,GmWuKe6Q,Graduate
2781,K46Py3Cz,Higher Secondary Education
2782,BMzYgmCQ,Graduate
2783,3KFbC5xw,Higher Secondary Education
2784,L2kRNfY7,Graduate
2785,efjwMNxo,Graduate
2786,isdmodni,Graduate
2787,hzsPKJL4,Diploma Holder
2788,9dALWPtG,Primary Education
2789,dSz4anwL,Secondary Education
2790,XeWm4f5m,Primary Education
2791,8zmruzxf,Graduate
2792,3FTWkj54,Primary Education
2793,DogDGddM,Higher Secondary Education
2794,jmHXuWeq,Diploma Holder
2795,UoGp2AfY,Unknown
2796,ZTDUq3ik,Graduate
2797,ecD4UhHZ,Technical/Professional Course
2798,WQQbCrBs,Unknown
2799,LHMNKDRs,Graduate
2800,Pg5i7QQ5,Graduate
2801,csQ4Jynf,Graduate
2802,oR8MUa8a,Higher Secondary Education
2803,ZjubNmkw,Graduate
2804,KqZDnmuj,Unknown
2805,P38qLkbo,Graduate
2806,gXRzrjDQ,Secondary Education
2807,fTkR8U7K,Graduate
2808,5txUySrW,Graduate
2809,7Dg5dhja,Graduate
2810,e6UDDKGv,Postgraduate
2811,nz3Hqgg3,Postgraduate
2812,CyLCAZLY,Graduate
2813,azB8aX7X,Secondary Education
2814,b5TaCUc3,Vocational Training
2815,jwAGwhj6,Diploma Holder
2816,jNaihsH3,Primary Education
2817,XirVsWCW,Primary Education
2818,hYfUcRvY,Higher Secondary Education
2819,9jD8YJzm,Higher Secondary Education
2820,5SaPWiuY,Secondary Education
2821,jNLMETNr,Graduate
2822,Nf4nknDf,Graduate
2823,CzxjE4ae,Unknown
2824,emwv2PRF,Postgraduate
2825,93si3TaU,Higher Secondary Education
2826,d8HqDbrB,Higher Secondary Education
2827,QxC4teax,Graduate
2828,5wrYm86b,Primary Education
2829,YafYjsAt,Secondary Education
2830,U4y7rS6A,Postgraduate
2831,k8YWz9Mk,Graduate
2832,MmYUezcc,Higher Secondary Education
2833,HaCR9w4d,Secondary Education
2834,bZJPcPCE,Unknown
2835,SjQChFqo,Graduate
2836,mKZJmeFm,Graduate
2837,ZDJN3KPT,Unknown
2838,QgikMeT9,Graduate
2839,j2r76AxG,Unknown
2840,GS6QAwbK,Higher Secondary Education
2841,JCcb8qMB,Graduate
2842,eYJTP9VR,Vocational Training
2843,oQAcKm2A,Postgraduate
2844,jxLjVkTp,Graduate
2845,ZNeaSvYP,Graduate
2846,2DeKZuax,Primary Education
2847,erhM5c5F,Graduate
2848,B8ep2QEc,Unknown
2849,5QxQhZDy,Higher Secondary Education
2850,Df5HWCGq,Secondary Education
2851,SYMCpqyK,Higher Secondary Education
2852,YE4CdWHz,Primary Education
2853,Sy6LUAW9,Secondary Education
2854,WYJ7WQvo,Graduate
2855,Ro8MXMiK,Primary Education
2856,K3QQotLR,Primary Education
2857,MsUenhdz,Higher Secondary Education
2858,nDk3c2qc,Graduate
2859,Zo5uV5DP,Primary Education
2860,WAjAMjXu,Unknown
2861,hnyYVGhV,Primary Education
2862,fZNiTSpT,Graduate
2863,ibiT9tuM,Secondary Education
2864,Q5rrv2yf,Secondary Education
2865,WWKWZV4N,Higher Secondary Education
2866,h54T5uTM,Unknown
2867,asgzxiKP,Secondary Education
2868,h6VqUEwA,Primary Education
2869,gFYGub7i,Vocational Training
2870,hZ2Y8nQc,Higher Secondary Education
2871,dtXTqaNr,Secondary Education
2872,crKsEvfj,Graduate
2873,RncyZwyt,Graduate
2874,3ZejbAFj,Secondary Education
2875,8XFqXvtf,Higher Secondary Education
2876,cKX2mYMZ,Postgraduate
2877,QjJmbkdQ,Diploma Holder
2878,YY46J4JX,Graduate
2879,B3VKgfvW,Secondary Education
2880,5MazBNDt,Higher Secondary Education
2881,hZJwWU7a,Higher Secondary Education
2882,o4HaqJr9,Graduate
2883,VzNefA5e,Secondary Education
2884,H6wUWswB,Doctorate
2885,HrZV2ntV,Postgraduate
2886,AqLDfpPj,Higher Secondary Education
2887,Ki5sYh9A,Secondary Education
2888,EBvdyB7v,Primary Education
2889,5w7UG4vY,Secondary Education
2890,8dcUiYMG,Graduate
2891,C89oYpce,Secondary Education
2892,WNUxwEFk,Secondary Education
2893,6L9Fe2gW,Primary Education
2894,EG9XwPKH,Graduate
2895,9vh4Vnyo,Graduate
2896,ZgUyjo4p,Higher Secondary Education
2897,fQdAQ8sL,Graduate
2898,BfagKBKT,Higher Secondary Education
2899,j4eH2bZT,Higher Secondary Education
2900,KNY3voHQ,Literate
2901,BiCi3S9c,Graduate
2902,GJwDfmGu,Higher Secondary Education
2903,9fAMcW29,Graduate
2904,6cEG2AnT,Unknown
2905,ibM7UvmN,Graduate
2906,miGzkntx,Graduate
2907,GD6FVkxn,Graduate
2908,XQnVsGfY,Unknown
2909,LL7m2PRt,Higher Secondary Education
2910,jvwvnVHM,Higher Secondary Education
2911,RBEh76xp,Secondary Education
2912,XoAbt5d9,Primary Education
2913,KRfXjKYB,Graduate
2914,F5iY6hR5,Secondary Education
2915,HR8UsAUX,Graduate
2916,7xRAAEAG,Primary Education
2917,2yC8L7oz,Graduate
2918,Q9c6sTYf,Postgraduate
2919,cLcnHYi5,Vocational Training
2920,eR5xMKnM,Postgraduate
2921,6Cy7UpcS,Primary Education
2922,eosaG45Z,Primary Education
2923,XCBrrv7w,Secondary Education
2924,6Dd39Qmg,Postgraduate
2925,QgDF7hGg,Secondary Education
2926,NLTjn7XB,Higher Secondary Education
2927,QqxncL7R,Higher Secondary Education
2928,EW66rcSR,Postgraduate
2929,bDRnJAiG,Higher Secondary Education
2930,aJERJaKb,Primary Education
2931,Wka4JTPz,Secondary Education
2932,YoVthCwf,Postgraduate
2933,SbPjyCc2,Technical/Professional Course
2934,nfakaNMb,Higher Secondary Education
2935,akUt8Fkz,Secondary Education
2936,3M3Pq33s,Higher Secondary Education
2937,g7qThKM2,Graduate
2938,94J7psE6,Secondary Education
2939,oHARMpxs,Primary Education
2940,fu4GrcGn,Graduate
2941,QjU6dhT8,Higher Secondary Education
2942,PbHDTK49,Primary Education
2943,iGyhaax3,Doctorate
2944,eKKHnJzh,Higher Secondary Education
2945,9b6nSyZ9,Technical/Professional Course
2946,douaNLuo,Primary Education
2947,M8hNLUe7,Higher Secondary Education
2948,ZYaWNcUy,Higher Secondary Education
2949,G9eHaFsU,Primary Education
2950,eGVA6EhK,Graduate
2951,AJZvxF55,Secondary Education
2952,cgv472KW,Diploma Holder
2953,gSCVnisF,Higher Secondary Education
2954,i4myDeHA,Secondary Education
2955,4gydXpAJ,Higher Secondary Education
2956,Q7ABrAeh,Graduate
2957,8i4s7uUU,Graduate
2958,YrwsYR86,Doctorate
2959,oAuEKMed,Postgraduate
2960,bpazKA25,Unknown
2961,FR68jj4V,Unknown
2962,d9vbDZSB,Primary Education
2963,DYSig5Pp,Higher Secondary Education
2964,mRZ7xdGC,Postgraduate
2965,T4jpRqeV,Graduate
2966,hYA3Q7ti,Primary Education
2967,aDoLs2Vm,Higher Secondary Education
2968,X9S6gNwT,Secondary Education
2969,agmacDGb,Higher Secondary Education
2970,knTS5hf8,Primary Education
2971,TvUEkQRW,Higher Secondary Education
2972,SNa4dHgJ,Higher Secondary Education
2973,ANtri27L,Postgraduate
2974,YaWBowKC,Graduate
2975,GWDZuCBx,Primary Education
2976,LbFr98ES,Higher Secondary Education
2977,dJw9ziMQ,Graduate
2978,RWCnADH5,Higher Secondary Education
2979,RkxctVqj,Secondary Education
2980,YHQ9qhcG,Postgraduate
2981,Um9tGC5X,Higher Secondary Education
2982,3qXm4rHs,Primary Education
2983,cQCGsqrY,Higher Secondary Education
2984,BTtYrVun,Higher Secondary Education
2985,XE2A6B6o,Graduate
2986,L2xuUN5b,Higher Secondary Education
2987,E5rpbBpu,Secondary Education
2988,TBaRek7w,Graduate
2989,8iw7AwDK,Postgraduate
2990,GZGvWV8v,Higher Secondary Education
2991,MxzRnTDJ,Higher Secondary Education
2992,LvzJycCL,Postgraduate
2993,CdeTjQSD,Postgraduate
2994,67V9iZWm,Higher Secondary Education
2995,hJWeQHSu,Higher Secondary Education
2996,UEcpBEnj,Higher Secondary Education
2997,QqR6GaDi,Graduate
2998,cxMv6arR,Postgraduate
2999,52oD9HdK,Secondary Education
3000,4fQN56ZS,Graduate
3001,4zG8EaW3,Higher Secondary Education
3002,LzdJTgUo,Graduate
3003,oJcAv4t4,Graduate
3004,6iKNyBZy,Unknown
3005,Nmu3TBUk,Primary Education
3006,2oSNVwJv,Postgraduate
3007,8ki9Z2oC,Postgraduate
3008,AsVNJLwy,Graduate
3009,RQLUT9Kt,Graduate
3010,QGsz5hex,Graduate
3011,JjrGdYeb,Diploma Holder
3012,cjgQopF4,Secondary Education
3013,F6o8HHJM,Primary Education
3014,gHJ2wfKE,Unknown
3015,7QFiCii4,Postgraduate
3016,8mmHs5xD,Unknown
3017,4zatkSr4,Graduate
3018,QWggj7zq,Higher Secondary Education
3019,VJXi9dpx,Higher Secondary Education
3020,enMNEvPP,Unknown
3021,TaYZmzAf,Primary Education
3022,BEocSHeM,Doctorate
3023,b27TyTtf,Diploma Holder
3024,ZqUe7Hgd,Higher Secondary Education
3025,6dbTLZ6h,Graduate
3026,ZnxHtNh9,Postgraduate
3027,jQnKve3Z,Higher Secondary Education
3028,Ucu5Xiea,Unknown
3029,c3BQn4iB,Secondary Education
3030,niZ3cYQZ,Postgraduate
3031,PCAZs2pG,Graduate
3032,MZDTSdbu,Graduate
3033,ZbJs33uD,Higher Secondary Education
3034,cZFp3aps,Graduate
3035,PJy2zLLu,Graduate
3036,7uv8cZxA,Higher Secondary Education
3037,SsC9UMM4,Diploma Holder
3038,aUJzeUPf,Illiterate
3039,mpGBhoy7,Primary Education
3040,Le9Re3UR,Graduate
3041,UyED8uUP,Primary Education
3042,knmDHgfE,Secondary Education
3043,667uJrnQ,Higher Secondary Education
3044,Hrw4xzYb,Graduate
3045,ajs8eMoJ,Technical/Professional Course
3046,4H2xADMR,Graduate
3047,ELNVXpux,Higher Secondary Education
3048,YE4hvAeq,Graduate
3049,cMeZ9JMn,Unknown
3050,NyzWkuSP,Higher Secondary Education
3051,hnJgYDWm,Graduate
3052,Bt78vxBZ,Graduate
3053,BtxugAf2,Unknown
3054,gWurCiJC,Primary Education
3055,oDGTGbwZ,Diploma Holder
3056,WWyuVvBh,Secondary Education
3057,eyE6Nib2,Higher Secondary Education
3058,cUJYVHBe,Unknown
3059,3j5Fe7KQ,Higher Secondary Education
3060,HPF7jeXP,Graduate
3061,oY4sChMV,Secondary Education
3062,4aXwmsf3,Graduate
3063,ZD4Qp6fz,Primary Education
3064,3pGUZyBs,Secondary Education
3065,jmHjDPnR,Vocational Training
3066,fzgZXNUa,Graduate
3067,aRrjXLDz,Higher Secondary Education
3068,4EnqpaHz,Higher Secondary Education
3069,Vq839SLM,Secondary Education
3070,R23S4BuC,Unknown
3071,CdFoaUFa,Secondary Education
3072,XRXYBRe2,Graduate
3073,8bWvfgLw,Graduate
3074,e3imSffY,Higher Secondary Education
3075,bnTPA8Tq,Graduate
3076,DBcJnNJA,Secondary Education
3077,ZjqocAeS,Doctorate
3078,BDjadZLm,Higher Secondary Education
3079,RKfSChYz,Higher Secondary Education
3080,Lcpd9y4k,Vocational Training
3081,SkmNa9Ro,Higher Secondary Education
3082,mQg4Shnz,Graduate
3083,UrB5Zdxi,Primary Education
3084,dCmeMwK8,Primary Education
3085,VNtbxvNm,Postgraduate
3086,cEZGwoAr,Graduate
3087,o4tQx7ht,Graduate
3088,5syCkhi7,Graduate
3089,KtFS5ati,Higher Secondary Education
3090,VxXRzppL,Graduate
3091,itj8syDV,Graduate
3092,mNtFhbbb,Postgraduate
3093,2YngK2Gz,Higher Secondary Education
3094,HoXSizd5,Higher Secondary Education
3095,bwAnfvVi,Higher Secondary Education
3096,oHcrkw4G,Postgraduate
3097,69Bg2h5W,Higher Secondary Education
3098,LDNMh2yG,Unknown
3099,grFJaxVk,Unknown
3100,D5JNqHWL,Higher Secondary Education
3101,D9UDNuhk,Graduate
3102,27EYkhT8,Graduate
3103,DYZAyzu9,Unknown
3104,9C7yvNC9,Higher Secondary Education
3105,dRYGsPGe,Secondary Education
3106,C7sizHGC,Higher Secondary Education
3107,cSwVqCru,Doctorate
3108,gYiy6qHK,Secondary Education
3109,S5953Q9D,Graduate
3110,UwgWgEa4,Higher Secondary Education
3111,koXWxF7g,Higher Secondary Education
3112,kjcoSpC8,Postgraduate
3113,2crdTXD4,Secondary Education
3114,HPPvbxm8,Unknown
3115,3YcTJdYc,Primary Education
3116,Wzq8266K,Higher Secondary Education
3117,6EXHKs4m,Graduate
3118,7PnBxmJW,Graduate
3119,R3vofxvx,Unknown
3120,Dr6FTMjU,Graduate
3121,6y9RmMsK,Primary Education
3122,fTz2f95q,Unknown
3123,MMHG9WHh,Higher Secondary Education
3124,eZdssbuH,Unknown
3125,GaV6wKq4,Postgraduate
3126,FWsCQV7q,Secondary Education
3127,BV72XmeF,Secondary Education
3128,3QaGqnAy,Higher Secondary Education
3129,JUarDccx,Higher Secondary Education
3130,Y4yuUWjZ,Graduate
3131,Cu27xmsc,Graduate
3132,FvYspAXn,Higher Secondary Education
3133,KsVhJqCY,Graduate
3134,UfwBAdFN,Higher Secondary Education
3135,TVF8FWcz,Higher Secondary Education
3136,7Mx573AK,Higher Secondary Education
3137,AYzEeKgg,Graduate
3138,AEgfacpy,Higher Secondary Education
3139,o3vnHPGA,Unknown
3140,9VWmKrgZ,Higher Secondary Education
3141,9GHNwyhC,Higher Secondary Education
3142,CAFdQCU5,Graduate
3143,ktYX2tdt,Secondary Education
3144,SJragxP7,Postgraduate
3145,mQavKuY5,Graduate
3146,dbqDwqvW,Graduate
3147,BnyyQ2PB,Higher Secondary Education
3148,LzDyc8pq,Secondary Education
3149,SghSwX3e,Graduate
3150,mWHLhjRf,Secondary Education
3151,bX5RqjCo,Graduate
3152,Pv5iidAb,Higher Secondary Education
3153,NdwtdYpW,Secondary Education
3154,WEzFQoUo,Postgraduate
3155,GDBe8yyo,Higher Secondary Education
3156,dYdkmBEp,Primary Education
3157,7jdAuGuE,Graduate
3158,GyYcbmtZ,Graduate
3159,Y4h3mMbG,Graduate
3160,juiyUUt5,Primary Education
3161,SKJs8LZM,Graduate
3162,8v8wbZ2e,Graduate
3163,EPESY3fM,Graduate
3164,NxAX7Q98,Vocational Training
3165,C9B2RYPV,Graduate
3166,WKJ7awih,Higher Secondary Education
3167,A72pURGn,Secondary Education
3168,Uqbh8qT4,Diploma Holder
3169,WdBv79WW,Postgraduate
3170,mEyeKyYA,Higher Secondary Education
3171,YwVszboh,Higher Secondary Education
3172,dT4DGbrM,Higher Secondary Education
3173,WdrGyDvY,Primary Education
3174,S74iLCtX,Graduate
3175,8MBYx57S,Primary Education
3176,QKLNV6Ae,Graduate
3177,QRtVmQnH,Primary Education
3178,BEjzXTQK,Secondary Education
3179,AWrEFigs,Primary Education
3180,LLwRHTvx,Higher Secondary Education
3181,F2hdqmx7,Graduate
3182,o5VNzbGm,Graduate
3183,4vDUtnUs,Diploma Holder
3184,5Chfbzps,Graduate
3185,JmvWoSmZ,Higher Secondary Education
3186,BNKMtCHu,Secondary Education
3187,6QWuLwvX,Vocational Training
3188,nPDPY7dq,Higher Secondary Education
